Origin Page,Destination Page,Link Text,Sentence Text,Wikidata Property Label,Direction
Alexander Volkov basketball,SovietUnion,Soviet Union,He was born in Omsk Russian Soviet Federative Socialist Republic Soviet Union,P27,Forwards
1962 in sports,1961insports,1961,1959160196016019611601962160196316019641601965,P156,Backwards
Rochelle High School Texas,UnitedStates,USA,Rochelle High School or Rochelle School is a public high school located in unincorporated Rochelle Texas USA and classified as a 1A school by the UIL,P17,Forwards
Southern Huntingdon County MiddleHigh School,SouthernHuntingdonCountySchoolDistrict,Southern Huntingdon County School District,Southern Huntingdon County High SchoolMiddle School is a public middle amp high school located in Cromwell Township in southeastern Huntingdon County Pennsylvania that houses about 700 students in grades 612 that reside in the twelve municipalities that make up the Southern Huntingdon County School District,P5353,Forwards
Start High School Toledo Ohio,UnitedStates,United States,Start High School is a public high school in West Toledo Ohio United States,P17,Forwards
Cedar Creek High School Texas,UnitedStates,USA,Cedar Creek High School is a public high school located in Cedar Creek Texas USA and classified as a 5A school by the UIL,P17,Forwards
Tbilisi,Georgiacountry,Georgia,Tbilisi English təbɪˈliːsi təˈbɪlɪsi təbihLEEsee təBILihsee Georgian58 თბილისი tʰbilisi32listen in some languages still known by its pre1936 name Tiflis ˈtɪflɪs TIFlis is the capital and the largest city of Georgia lying on the banks of the Kura River with a population of approximately 15160million people,P17,Forwards
Melissa High School,UnitedStates,United States,Melissa High School is a public high school in Melissa Texas United States,P17,Forwards
Spring Grove Area High School,SpringGroveAreaSchoolDistrict,Spring Grove Area School District,Spring Grove Area High School is one of two public secondary schools within the Spring Grove Area School District,P5353,Forwards
Denis Marconato,Centerbasketball,center,At a height of 211 m 611 tall he played at the center position,P413,Forwards
Era High School,UnitedStates,USA,Era High School or Era School is a public high school located in unincorporated Era Texas USA,P17,Forwards
BasketHall Krasnodar,Krasnodar,Krasnodar,BasketHall Krasnodar or BaskethallKrasnodar Russian БаскетХолл Краснодар is a multipurpose indoor arena that is located in Krasnodar Russia,P131,Forwards
Copa de la Reina de Baloncesto,Spain,Spanish,The Copa de la Reina de Baloncesto English Queens Cup of Basketball is an annual cup competition for Spanish womens basketball teams,P17,Forwards
Blind Brook High School,NewYorkstate,New York,Blind Brook High School BBHS is a public fouryear secondary school in Rye Brook New York United States,P131,Forwards
2006 FIBA World Championship,PauGasol,Pau Gasol,Pau Gasol also became the first Spaniard to win the MVP award,P1344,Backwards
Olumide Oyedeji,NationalBasketballAssociation,National Basketball Association,Olumide Oyedeji born 11 May 1981 is a Nigerian professional basketball center who played in the National Basketball Association NBA for three seasons,P118,Forwards
Alytus Arena,Lithuania,Lithuania,The Alytus Arena is a universal indoor arena in Alytus Lithuania,P17,Forwards
Margo Dydek,Centerbasketball,center,She played center position for multiple teams in the WNBA and was a coach for the Northside Wizards in the Queensland Basketball League,P413,Forwards
Stanton High School Texas,UnitedStates,United States,Stanton High School is a public high school located in the city of Stanton Texas in Martin County United States and classified as a 3A school by the UIL,P17,Forwards
Dwarf Athletic Association of America,UnitedStates,American,The Dwarf Athletic Association of America DAAA is an American athletic organization that sponsors and organizes athletic events for people with dwarfism,P17,Forwards
Heraklion,Greece,Greece,It is the fourth largest city in Greece with a population of 211370 Urban Area according to the 2011 census,P17,Forwards
Dirk Nowitzki,Powerforwardbasketball,power forwards,Listed at 7160ft 0160in 213160m he is widely regarded as one of the greatest power forwards of all time and is considered by many to be the greatest European player of all time,P413,Forwards
James Clemens High School,UnitedStates,United States,James Clemens High School is a public high school in Madison Alabama United States,P17,Forwards
Stanislovas Stonkus,SovietUnion,Soviet,Stanislovas Stasys Stonkus 29 December 1931 8211 19 February 2012 was a Soviet and Lithuanian basketball player who competed for the Soviet Union in the 1952 Summer Olympics and in the 1956 Summer Olympics,P27,Forwards
Simone Pontello,1992SummerOlympics,1992 Summer Olympics,She competed in the womens tournament at the 1992 Summer Olympics,P1344,Forwards
Brendan Haywood,Centerbasketball,center,Brendan Todd Haywood born November 27 1979 is an American former professional basketball player who was a center in the National Basketball Association NBA,P413,Forwards
Evosmos,Greece,Greece,Evosmos Greek Εύοσμος Évosmos before 1955 Neos Koukloutzas Νέος Κουκλουτζάς Néos Koukloutzás is a suburb of the Thessaloniki Urban Area and was a former municipality in the regional unit of Thessaloniki Greece,P17,Forwards
2006 XXXXI FIBA International Christmas Tournament,Spain,Spain,It took place at Palacio Vistalegre Madrid Spain on 25 December 2006 with the participations of Real Madrid and Lietuvos rytas,P17,Forwards
1966 in sports,1965insports,1965,1963160196416019651601966160196716019681601969,P156,Backwards
Sidney High School Texas,UnitedStates,USA,Sidney School is a public primary intermediate and highschool located in Sidney Texas USA and classified as a 1A school by the UIL,P17,Forwards
Korean National Police University,SouthKorea,South Korea,Korean National Police University KNPU is a national university in Asan South Korea founded in 1979,P17,Forwards
RosebudLott High School,UnitedStates,USA,RosebudLott High School is a public high school in unincorporated Travis Texas USA and classified as a 2A school by the UIL,P17,Forwards
LeBron James,NationalBasketballAssociation,National Basketball Association,LeBron Raymone James Sr ləˈbrɒn born December 30 1984 is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association NBA,P118,Forwards
Georgian Basketball Federation,Georgiacountry,Georgia,Georgian Basketball Federation also known as GBF is a national governing body of basketball in Georgia,P17,Forwards
C W Jefferys Collegiate Institute,Toronto,Toronto,Jefferys Collegiate Institute is a semestered public secondary school in the Keele and Finch area of Toronto Ontario Canada,P131,Forwards
Ranchview High School,UnitedStates,USA,Ranchview High School  is a public high school located in Irving Texas USA,P17,Forwards
Westlake Academy,UnitedStates,United States,Westlake Academy WA is an openenrollment charter school in the United States state of Texas operating under the International Baccalaureate IB curriculum,P17,Forwards
Basketball at the 1952 Summer Olympics,Basketballatthe1948SummerOlympics,1948 Summer Olympics,The top six teams at the 1948 Summer Olympics qualified automatically as did the winners of the 1950 FIBA World Championship Argentina the top two teams at the 1951 EuroBasket USSR and Czechoslovakia and the host country Finland,P156,Backwards
Vincenzo Esposito,Shootingguard,shooting guard,During his playing career he played at the shooting guard position,P413,Forwards
Diego Lo Grippo,Italy,Italian,He also holds Italian nationality,P27,Forwards
Bibiano Ouano,1936SummerOlympics,1936 Summer Olympics,He competed in the mens tournament at the 1936 Summer Olympics,P1344,Forwards
1972 in sports,1971insports,1971,1969160197016019711601972160197316019741601975,P156,Backwards
Dalhart High School,UnitedStates,USA,Dalhart High School is a public high school located in Dalhart Texas USA and classified as a 3A school by the UIL,P17,Forwards
Riva del Garda,Italy,Italian,Riva del Garda German Reiff am Gartsee is a town and comune in the northern Italian province of Trento of the Trentino Alto Adige region,P17,Forwards
Theodoros Papaloukas,2006FIBAWorldChampionship,2006,Papaloukas helped lead the Greek national team to a EuroBasket title in 2005 as well as to a FIBA World Cup silver medal in 2006 while always coming off the bench of the Greek national team,P1344,Forwards
Somalis,Somalia,Somalia,Ethnic Somalis are principally concentrated in Somalia around 88 million Ethiopia 46 million Somaliland 35 million Kenya 28 million and Djibouti 534000,P17,Forwards
Diboll High School,UnitedStates,USA,Diboll High School is a public high school located in Diboll Texas USA and classified as a 3A school by the UIL,P17,Forwards
Sporting Sports Arena,Greece,Greek,The arena is currently home to the Greek professional basketball team AO Sporting,P17,Forwards
Palau Municipal dEsports de Badalona,Spain,Spain,Palau Municipal dEsports de Badalona also known as the Pavelló Olímpic de Badalona is an arena in the Gorg area of Badalona Catalonia Spain,P17,Forwards
Delaware,UnitedStates,United States,statestate in the MidAtlantic region of the United States91a93 bordering Maryland to its south and west Pennsylvania to its north and New Jersey and the Atlantic Ocean to its east,P17,Forwards
Cedar Hill High School,UnitedStates,USA,Cedar Hill High School CHHS is a comprehensive public high school located in the city of Cedar Hill Texas USA in Dallas County and is classified as a 6A school by the UIL,P17,Forwards
Vicente Ramos Cecilio,Spain,Spain,Vicente Ramos Cecilio born March 18 1947 in Ciudad Rodrigo Salamanca Spain is a former professional basketball player,P27,Forwards
Fernand Bergmann,1936SummerOlympics,1936 Summer Olympics,He competed in the mens tournament at the 1936 Summer Olympics,P1344,Forwards
Honesdale High School,WayneHighlandsSchoolDistrict,Wayne Highlands School District,Honesdale High School is a public fouryear regional high school serving grades 912 in Honesdale Wayne County Pennsylvania United States as a part of the Wayne Highlands School District,P5353,Forwards
1978 in sports,1977insports,1977,1975160197616019771601978160197916019801601981,P156,Backwards
James Pace High School,UnitedStates,USA,James Pace High School is a 5A public high school in Brownsville Texas USA,P17,Forwards
Dirk Nowitzki,NationalBasketballAssociation,National Basketball Association,An alumnus of the DJK Würzburg basketball club Nowitzki was chosen as the ninth pick in the 1998 NBA draft by the Milwaukee Bucks and was immediately traded to the Dallas Mavericks where he played his entire 21year National Basketball Association NBA career,P118,Forwards
Dmitri Sokolov basketball,Centerbasketball,center,He plays at the center position,P413,Forwards
Yang Donggeun basketball,2014FIBABasketballWorldCup,2014 FIBA Basketball World Cup,Yang Donggeun born September 14 1981 was a former South Korean basketball player for Ulsan Mobis Phoebus and the Korean national team where he participated at the 2014 FIBA Basketball World Cup,P1344,Forwards
1968 in sports,1967insports,1967,1965160196616019671601968160196916019701601971,P156,Backwards
Stefania Stanzani,1992SummerOlympics,1992 Summer Olympics,She competed in the womens tournament at the 1992 Summer Olympics,P1344,Forwards
Cumberland Valley High School,CumberlandValleySchoolDistrict,Cumberland Valley School District,It is located in the Cumberland Valley School District of Mechanicsburg Cumberland County Pennsylvania,P5353,Forwards
Northern Potter School District,NorthernPotterJuniorSeniorHighSchool,Northern Potter Junior Senior High School,Northern Potter School District operates two schools Northern Potter Childrens School preschool6th grade and Northern Potter Junior Senior High School 7th12th,P5353,Backwards
Heraklion Indoor Sports Arena,Heraklion,Heraklion,Heraklion Indoor Sports Arena or simply Heraklion Arena is a multipurpose indoor arena that is located in the city of Heraklion on the island of Crete in Greece,P131,Forwards
Brian Skinner,Centerbasketball,center,A 69 255160lb forwardcenter from Baylor University Skinner was selected by the Los Angeles Clippers in the first round 22nd overall of the 1998 NBA Draft,P413,Forwards
Amaury Pasos,Powerforwardbasketball,power forward,Born in São Paulo Brazil he was a 191 m 63 tall power forward,P413,Forwards
Parkside High School Dundas Ontario,Ontario,Ontario,Parkside High School was located at 31 Parkside Avenue Dundas Ontario and was a member of the HamiltonWentworth District School Board HWDSB,P131,Forwards
Ivo Daneu,Pointguard,point guard,During his playing career at a height of 191 m 63 tall he played at the point guard and shooting guard positions,P413,Forwards
Harlandale High School,UnitedStates,USA,Harlandale High School is a public high school located in the city of San Antonio Texas USA and classified as a 5A school by the UIL,P17,Forwards
Priddy High School,UnitedStates,USA,Priddy High School or Priddy School is a 1A public high school located in Priddy Texas USA,P17,Forwards
1974 X FIBA International Christmas Tournament,Spain,Spain,It took place at Sports City of Real Madrid Pavilion Madrid Spain on 24 25 and 26 December 1974 with the participations of Real Madrid champions of the 1973–74 FIBA European Champions Cup North Carolina Tar Heels Cuba semifinalists of the 1974 FIBA World Championship and Estudiantes Monteverde semifinalists of the 1973–74 FIBA European Cup Winners Cup,P17,Forwards
Brian Skinner,Powerforwardbasketball,forward,A 69 255160lb forwardcenter from Baylor University Skinner was selected by the Los Angeles Clippers in the first round 22nd overall of the 1998 NBA Draft,P413,Forwards
Bermudian Springs School District,BermudianSpringsHighSchool,Bermudian Springs High School,The district operates Bermudian Springs High School Bermudian Springs Middle School and Bermudian Springs Elementary School,P5353,Backwards
Erich Altosaar,1936SummerOlympics,1936 Summer Olympics,He was part of the national team that placed ninth at the 1936 Summer Olympics where he also served as the Olympic flag bearer for Estonia,P1344,Forwards
North Marion High School West Virginia,UnitedStates,United States,North Marion High School is a public high school in Farmington West Virginia United States,P17,Forwards
Manolis Papamakarios,Smallforward,small forward,He is 192 m 6160ft 3 mwparseroutput fracwhitespacenowrapmwparseroutput frac nummwparseroutput frac denfontsize80lineheight0verticalalignsupermwparseroutput frac denverticalalignsubmwparseroutput sronlyborder0cliprect0000height1pxmargin1pxoverflowhiddenpadding0positionabsolutewidth1px382604 in tall and he mainly played as a shooting guard but he could also play at the point guard point forward and small forward positions,P413,Forwards
Clarence Weatherspoon,NationalBasketballAssociation,National Basketball Association,Clarence Weatherspoon Sr born September 8 1970 is a former American professional basketball player in the National Basketball Association NBA born in Crawford Mississippi,P118,Forwards
Nea Filadelfeia,Greece,Greece,Nea Filadelfeia Greek Νέα Φιλαδέλφεια meaning New Philadelphia is a suburb of Athens Greece,P17,Forwards
Gamal ElDin Sabri,1936SummerOlympics,1936 Summer Olympics,He competed in the mens tournament at the 1936 Summer Olympics,P1344,Forwards
Northside School Fargo Texas,UnitedStates,USA,Northside School is a public high school located approximately 3 miles southeast of Vernon Texas USA,P17,Forwards
T H Williams High School,UnitedStates,USA,Williams High School is a secondary school in Plano Texas USA serving grades nine and ten,P17,Forwards
Rufino Bernedo,Smallforward,small forward,At a height of 172 m 57 mwparseroutput fracwhitespacenowrapmwparseroutput frac nummwparseroutput frac denfontsize80lineheight0verticalalignsupermwparseroutput frac denverticalalignsubmwparseroutput sronlyborder0cliprect0000height1pxmargin1pxoverflowhiddenpadding0positionabsolutewidth1px382604 tall he played at the small forward position,P413,Forwards
Redwater High School,UnitedStates,United States,Redwater High School is a public high school located in Redwater Texas United States,P17,Forwards
Giannis Giannoulis,Centerbasketball,center,During his playing career at a height of 208 m 610 tall he played at both the power forward and center positions,P413,Forwards
Nikos Galis,Shootingguard,shooting guard,However his primary position during his pro career was shooting guard,P413,Forwards
Lucas Oil Stadium,UnitedStates,United States,Lucas Oil Stadium is a multipurpose stadium in Downtown Indianapolis Indiana United States,P17,Forwards
2001 XXXVII FIBA International Christmas Tournament,Spain,Spain,It took place at Raimundo Saporta Pavilion Madrid Spain on 25 December 2001 with the participations of Real Madrid and Ural Great Perm,P17,Forwards
Daugavpils,Latvia,Latvia,Daugavpils Latvian pronunciation160ˈdauɡaupils32listen Russian Даугавпилс Latgalian Daugpiļs ˈdaʊkʲpʲilʲsʲ see other names is a city in southeastern Latvia located on the banks of the Daugava River from which the city gets its name,P17,Forwards
1969 in sports,1970insports,1970,1966160196716019681601969160197016019711601972,P155,Backwards
Leonardo da Vinci High School Buffalo New York,NewYorkstate,New York,Leonardo da Vinci High School is a high school in the lower west side of Buffalo New York,P131,Forwards
Pittsburgh Public Schools,Pittsburgh,Pittsburgh,Pittsburgh Public Schools is the public school district in Pittsburgh Pennsylvania United States and adjacent Mount Oliver,P131,Forwards
Estadio Superdomo de La Rioja,Argentina,Argentina,The Estadio Superdomo de La Rioja is a multipurpose indoor arena that is located in La Rioja La Rioja Province Argentina,P17,Forwards
Verbum Dei High School,California,California,Verbum Dei High School the Verb is a private Catholic allboys college preparatory school run by the USA West Province of the Society of Jesus in Los Angeles California,P131,Forwards
Wimberley High School,UnitedStates,USA,Wimberley High School is a public high school located in Wimberley Texas USA,P17,Forwards
1953 Latin Cup basketball,Spain,Spain,It took place at Frontón Recoletos Madrid Spain on April 58 1953 with the participations of Real Madrid Borletti Milano Milano champions of the 1951–52 Lega Basket Serie A ASVEL champions of the 1951–52 Nationale 1 and Jonction champions of the 1952–53 Ligue Nationale A,P17,Forwards
Nikos Chatzis,Shootingguard,shooting guard,At a height of 196 m 6160ft 5 in tall he played at the shooting guard position,P413,Forwards
Ambridge Area High School,AmbridgeAreaSchoolDistrict,Ambridge Area School District,It is the sole high school operated by the Ambridge Area School District,P5353,Forwards
Northern California,California,California,state of California,P131,Forwards
West Perry School District,WestPerryHighSchool,West Perry High School,West Perry High School 9th–12th,P5353,Backwards
Ryan Hollins,NationalBasketballAssociation,National Basketball Association,He was a 7foot 21160m center who was a journeyman in the National Basketball Association NBA playing for nine teams in 10 seasons,P118,Forwards
Blanco High School,UnitedStates,USA,Blanco High School is a public high school located in Blanco Texas USA and classified as a 3A school by the UIL,P17,Forwards
Byron Houston,Powerforwardbasketball,power forward,A 65 250pound power forward he played collegiately for Oklahoma State University and was selected by the Chicago Bulls in the first round 27th pick overall of the 1992 NBA draft,P413,Forwards
1974 in sports,1973insports,1973,1971160197216019731601974160197516019761601977,P155,Forwards
George Mikan,Centerbasketball,big men,Invariably playing with thick round spectacles the 6160ft 10160in 208160m 245160lb 111160kg Mikan is seen as one of the greatest basketball players of all time as well as one of the pioneers of professional basketball redefining it as a game of socalled big men with his prolific rebounding shot blocking and his talent to shoot over smaller defenders with his ambidextrous hook shot the result of the eponymous Mikan Drill,P413,Forwards
Bangor Area High School,UnitedStates,United States,Bangor Area High School is a fouryear public high school located in Upper Mount Bethel Township Pennsylvania in the United States,P17,Forwards
Point guard,MuggsyBogues,Muggsy Bogues,At 5160ft 3160in 160160m the shortest player in NBA history Muggsy Bogues enjoyed a 14year career as a point guard,P413,Backwards
Joseph Gregori High School,UnitedStates,United States,Gregori High School is a high school in Modesto California United States,P17,Forwards
2013 in sports,2014insports,2014,2014,P155,Backwards
Elgin High School Texas,UnitedStates,USA,Elgin High School is a public high school located in Elgin Texas USA and classified as a 5A school by the UIL,P17,Forwards
St Vincents CBS,Glasnevin,Glasnevin,St Vincents CBS is an independent Catholic Voluntary Secondary School operating as a registered charity under the Trusteeship of the Edmund Rice Schools Trust for boys between the ages of 12 and 18 in the district of Glasnevin Dublin Ireland,P131,Forwards
East Central High School Texas,UnitedStates,USA,East Central High School is a public high school located in unincorporated east central Bexar County Texas USA outside San Antonio,P17,Forwards
Wilfredo Ruiz,Smallforward,small forward,At a height of 192 m 63 mwparseroutput fracwhitespacenowrapmwparseroutput frac nummwparseroutput frac denfontsize80lineheight0verticalalignsupermwparseroutput frac denverticalalignsubmwparseroutput sronlyborder0cliprect0000height1pxmargin1pxoverflowhiddenpadding0positionabsolutewidth1px382604 tall and a weight of 84 kg 185 lbs he played at the small forward position,P413,Forwards
Shelbyville Senior High School,UnitedStates,United States,Shelbyville Senior High School is a public high school located in Shelbyville Indiana United States,P17,Forwards
Boiling Springs High School Pennsylvania,SouthMiddletonSchoolDistrict,South Middleton School District,It is part of the South Middleton School District,P5353,Forwards
Tony Parker,Pointguard,point guard,He was selected by the Spurs with the 28th overall pick in the 2001 NBA draft and quickly became their starting point guard,P413,Forwards
Ivanofeio Sports Arena,Greece,Greece,Ivanofeio Sports Arena Greek Ιβανώφειο Κλειστό Γυμναστήριο Greek pronunciation160ivanofio klisto ɣimnastiɾio is an indoor sports arena that is located in Thessaloniki Greece,P17,Forwards
Tom Bean High School,UnitedStates,USA,Tom Bean High School is a public high school located in Tom Bean Texas USA,P17,Forwards
Darius Lukminas,Shootingguard,shooting guard,He was a shooting guard his weight was listed as 90 kilograms and his height as 195 centimeters,P413,Forwards
LindenKildare High School,UnitedStates,USA,LindenKildare High School is a public high school located 35 miles  southeast of Linden Texas USA,P17,Forwards
Roy Samaha,2006FIBAWorldChampionship,2006 FIBA World Championship,He was a key player in the Lebanon national basketball team and participated lately in the 2006 FIBA World Championship FIBA Asia Championship 2007 and FIBA World Olympic Qualifying Tournament for Men 2008,P1344,Forwards
1954 in sports,1953insports,1953,1951160195216019531601954160195516019561601957,P155,Forwards
Denver metropolitan area,Colorado,Colorado,state of Colorado,P131,Forwards
Jerry West,NationalBasketballAssociation,National Basketball Association,He played professionally for the Los Angeles Lakers of the National Basketball Association NBA,P118,Forwards
Bartlett High School Texas,UnitedStates,USA,Bartlett High School is a public high school located in Bartlett Texas USA,P17,Forwards
Midway High School,UnitedStates,USA,Midway High School is a public high school located in the city of Waco Texas USA and classified as a 6A school by the UIL,P17,Forwards
University of Chicago,Chicago,Chicago,The University of Chicago UChicago U of C or Chicago is a private research university in Chicago Illinois,P131,Forwards
Anastasia Fomina,Pointguard,point guard,Anastasia Borisovna Fomina Russian Анастасия Борисовна Фомина born 5 August 1983 is a retired Russian basketball point guard,P413,Forwards
Palasport Mens Sana,Siena,Siena,Palasport Mens Sana is an indoor sporting arena located in Via Sclavo Siena Italy,P131,Forwards
1974 in sports,1975insports,1975,1971160197216019731601974160197516019761601977,P155,Backwards
Giancarlo Marinelli,1936SummerOlympics,1936 Summer Olympics,Giancarlo Marinelli December 4 1915 8211 1987 was an Italian basketball player who competed in the 1936 Summer Olympics and the 1948 Summer Olympics,P1344,Forwards
Fort Bragg High School,California,California,Fort Bragg High School is the comprehensive public high school in Fort Bragg California United States responsible for offering the ninth through twelfth grades to students in the Fort Bragg Unified School District,P131,Forwards
Dwight Howard,NationalBasketballAssociation,National Basketball Association,Dwight David Howard II born December 8 1985 is an American professional basketball player for the Philadelphia 76ers of the National Basketball Association NBA,P118,Forwards
Nikita Morgunov,Powerforwardbasketball,power forward,Standing at 211160m 6160ft 11160in he played both the power forward and center positions,P413,Forwards
Amador Obordo,1936SummerOlympics,1936 Summer Olympics,He competed in the mens tournament at the 1936 Summer Olympics,P1344,Forwards
Maximiliano Stanic,Pointguard,point guard,He plays at the point guard position,P413,Forwards
Goldring Centre for High Performance Sport,Ontario,Ontario,The Goldring Centre for High Performance Sport is a 2000 seat indoor arena facility at the University of Toronto in Toronto Ontario Canada,P131,Forwards
Maria Kalmykova,2004SummerOlympics,2004 Summer Olympics,Maria Lvovna Kalmykova Russian Мария Львовна Калмыкова born 14 January 1978 in Ryazan is a Russian basketball player who competed for the Russian National Team at the 2004 Summer Olympics winning the bronze medal,P1344,Forwards
Aleksey Savrasenko,Centerbasketball,center,He played at the center position,P413,Forwards
Van Horn High School Texas,UnitedStates,USA,Van Horn High School is a public high school located in Van Horn Texas USA and classified as a 1A school by the UIL,P17,Forwards
Arvydas Macijauskas,NationalBasketballAssociation,NBA,He also played with the New OrleansOklahoma City Hornets for one season in the NBA,P118,Forwards
Petros Noeas,Powerforwardbasketball,power forward,At a height of 206 m 69 in height he plays at the power forward position,P413,Forwards
Illinois State Redbirds,NCAADivisionI,NCAA Division I,Teams play at the NCAA Division I level FCS in football,P118,Forwards
Universal Basketball Association,UnitedStates,United States,The Universal Basketball Association UBA is a semiprofessional mens basketball minor league in the United States that began play in 2009,P17,Forwards
Laure Savasta,Pointguard,point guard,She plays both point guard and shooting guard,P413,Forwards
Richard Elias Anderson,Centerbasketball,center,Richard Elias Anderson born November 30 1977 is a Canadian former professional basketball player who last played for the Halifax Rainmen at the center position,P413,Forwards
Janusz Wichowski,Smallforward,small forward,At a height of 196 m 65 tall and a weight of 88 kg 195 lbs he played at the small forward position,P413,Forwards
1964 in sports,1965insports,1965,1961160196216019631601964160196516019661601967,P155,Backwards
Sakis Tataris,Powerforwardbasketball,power forward,He is a 205 m 6 8mwparseroutput fracwhitespacenowrapmwparseroutput frac nummwparseroutput frac denfontsize80lineheight0verticalalignsupermwparseroutput frac denverticalalignsubmwparseroutput sronlyborder0cliprect0000height1pxmargin1pxoverflowhiddenpadding0positionabsolutewidth1px382604 tall and 113160kg 250160lb power forwardcenter,P413,Forwards
Troy High School Texas,UnitedStates,USA,Troy High School is a 3A public high school located in Troy Texas USA,P17,Forwards
Damian Hollis,Smallforward,small forward,Standing at 68 he plays the small forward position,P413,Forwards
Brendan Haywood,NationalBasketballAssociation,National Basketball Association,Brendan Todd Haywood born November 27 1979 is an American former professional basketball player who was a center in the National Basketball Association NBA,P118,Forwards
Georges Carrier,1936SummerOlympics,1936 Summer Olympics,He competed in the mens tournament at the 1936 Summer Olympics,P1344,Forwards
1986 in sports,1987insports,1987,1983160198416019851601986160198716019881601989,P156,Forwards
Billings Central Catholic High School,UnitedStates,United States,Billings Central Catholic High School is a private Roman Catholic high school in Billings Montana United States,P17,Forwards
Nikos Barlos,Powerforwardbasketball,power forward,During his playing career at a height of 203 m 68 tall he played at both the small forward and power forward positions,P413,Forwards
Andrews High School Texas,UnitedStates,United States,Public school in Andrews Texas United StatesAndrews High SchoolAddress1400 NW Avenue KAndrews Texas 797143860United StatesInformationSchool typePublic high schoolSchool districtAndrews Independent School DistrictPrincipalJohn CarrancoStaff7492 FTEGrades912Enrollment1143 2018–19Student to teacher ratio1526Colorsmwparseroutput legendpagebreakinsideavoidbreakinsideavoidcolumnmwparseroutput legendcolordisplayinlineblockminwidth125emheight125emlineheight125margin1px 0textaligncenterborder1px solid blackbackgroundcolortransparentcolorblackmwparseroutput legendtext160 160 Black amp GoldAthletics conferenceUIL AAAAMascotMustangLady MustangYearbookThe MustangWebsiteAndrews High School,P17,Forwards
Woodburn High School,UnitedStates,United States,Woodburn High School WHS is a fouryear public high school located in Woodburn Oregon United States,P17,Forwards
Jason Collins,NationalBasketballAssociation,National Basketball Association,Jason Paul Collins born December 2 1978 is an American former professional basketball player who was a center for 13 seasons in the National Basketball Association NBA,P118,Forwards
Hubert Davis,NationalBasketballAssociation,National Basketball Association,Prior to his coaching career Davis played in the National Basketball Association NBA for the New York Knicks Toronto Raptors Dallas Mavericks Washington Wizards Detroit Pistons and New Jersey Nets from 1992 to 2004,P118,Forwards
Henrietta High School,UnitedStates,USA,Henrietta High School is a public high school located in Henrietta Texas USA,P17,Forwards
Rethymno,Greece,Greece,Rethymno Greek Ρέθυμνο ˈreθimno also Rethimno Rethymnon Réthymnon and Rhíthymnos is a city in Greece on the island of Crete,P17,Forwards
Blanket High School,UnitedStates,USA,Blanket High School or Blanket School is a public high school located in Blanket Texas USA and classified as a 1A school by the UIL,P17,Forwards
Winsor School,Massachusetts,Massachusetts,The Winsor School is a 5–12 private collegepreparatory day school for girls in Boston Massachusetts United States,P131,Forwards
Medina High School Texas,UnitedStates,USA,Medina High School or Medina Secondary School is a public high school located in Medina Texas USA classified as a 1A school by the UIL,P17,Forwards
Peace and Friendship Stadium,Greece,Greece,The Stadio Eirinis kai Philias Greek Στάδιο Ειρήνης και Φιλίας or Peace and Friendship Stadium commonly known by its acronym SEF is a multipurpose indoor arena that is located in Piraeus on the coastal zone of Attica Greece,P17,Forwards
Grant Hill,Smallforward,small forward,For most of his career he played the small forward position,P413,Forwards
Byron Houston,NationalBasketballAssociation,National Basketball Association,In an National Basketball Association NBA career that lasted four seasons Houston played for the Golden State Warriors Seattle SuperSonics and Sacramento Kings,P118,Forwards
Yu ChingHsiao,1936SummerOlympics,1936 Summer Olympics,He competed in the mens tournament at the 1936 Summer Olympics,P1344,Forwards
List of programs broadcast by Telecinco,Spain,Spain,This is a list of programs currently formerly and soon to be broadcast on Telecinco in Spain,P17,Forwards
1973 in sports,1972insports,1972,1970160197116019721601973160197416019751601976,P156,Backwards
Zhang Qingpeng,Pointguard,point guard,He has played in the point guard position for the Liaoning Dinosaurs and the Xinjiang Flying Tigers both Chinese Basketball Association teams,P413,Forwards
Dimitrios Stamatis basketball,Pointguard,point guard,He can play at both the point guard and shooting guard positions,P413,Forwards
Kelly Faris,Shootingguard,shooting guard,Faris played shooting guard for the Connecticut womens basketball team and won two national championships in 2010 and 2013,P413,Forwards
Pierluigi Marzorati,Pointguard,point guards,Pierluigi Pierlo Marzorati born September 12 1952 is an Italian former professional basketball playerMarzorati is considered one of the best point guards of all time in Europe and was named the Mister Europa in 1976,P413,Forwards
Los Altos High School Los Altos California,California,California,Los Altos High School abbreviated as LAHS is a WASCaccredited public high school located in Los Altos California United States in the heart of Silicon Valley,P131,Forwards
Dino Meneghin,Centerbasketball,center,A 206 m 6160ft 9 in tall center Meneghin was born in Alano di Piave Veneto northeast Italy,P413,Forwards
Bill Russell,NationalBasketballAssociation,National Basketball Association,William Felton Russell born February 12 1934 is an American former professional basketball player who played center for the Boston Celtics of the National Basketball Association NBA from 1956 to 1969,P118,Forwards
Edmond North High School,Oklahoma,Oklahoma,Edmond North High School is located in Edmond Oklahoma,P131,Forwards
St Agnes AcademySt Dominic School,UnitedStates,United States,Dominic School is a private Catholic school consisting of an allgirls school PK212th Grade and an all boys school PK28th Grade in Memphis Tennessee United States,P17,Forwards
Spectrum Center arena,CharlotteNorthCarolina,Charlotte North Carolina,Spectrum Center is an indoor arena located in Uptown Charlotte North Carolina,P131,Forwards
