Origin Page,Destination Page,Link Text,Sentence Text,Wikidata Property Label,Direction
Apostolic Palace,SistineChapel,Sistine Chapel,The building contains the Papal Apartments various offices of the Catholic Church and the Holy See private and public chapels Vatican Museums and the Vatican Library including the Sistine Chapel Raphael Rooms and Borgia Apartment,P527,Forwards
SantAngelo rione of Rome,Italy,Italy,SantAngelo is the 11th rione of Rome Italy located in Municipio I,P17,Forwards
Pope Sixtus IV,CatholicChurch,Catholic Church,Pope Sixtus IV 21 July 1414160– 12 August 1484 born Francesco della Rovere was head of the Catholic Church and ruler of the Papal States from 9 August 1471 to his death,P140,Forwards
Pope Gregory XI,CatholicChurch,Catholic Church,1329 – 27 March 1378 was head of the Catholic Church from 30 December 1370 to his death in 1378,P140,Forwards
Pope Alexander VI,CatholicChurch,Catholic Church,Pope Alexander VI born Rodrigo de Borja Valencian Roderic Llançol i de Borja roðeˈɾiɡ ʎanˈsɔl i ðe ˈbɔɾdʒa Spanish Rodrigo Lanzol y de Borja roˈðɾiɣo lanˈθol i ðe ˈβoɾxa 1 January 1431160– 18 August 1503 was head of the Catholic Church and ruler of the Papal States from 11 August 1492 until his death in 1503,P140,Forwards
Crimean War,KingdomofSardinia,,Total 673700 235568including160822632  40000160822632 10000 309268 107864 21000,P710,Forwards
Pope Paul II,PapalStates,Papal States,Pope Paul II Latin Paulus II 23 February 1417 – 26 July 1471 born Pietro Barbo was head of the Catholic Church and ruler of the Papal States ,P937,Forwards
Cardinal Secretary of State,VaticanCity,Vatican City,This article is part of a series onVatican City,P17,Forwards
Rome,Italy,Italian Republic,In 1871 Rome became the capital of the Kingdom of Italy which in 1946 became the Italian Republic,P36,Backwards
France,EuropeanUnion,European Union,Great Seal Show globeShow map of EuropeShow map of French overseas territoriesLocation of160France160dark green–160in Europe160green amp160dark grey–160in the European Union160greenCapitaland largest cityParis48°51′N 2°21′Exfeff  xfeff48850°N 2350°Exfeff  48850 2350Official languagemwparseroutput noboldfontweightnormaland national languageFrench91I93Nationality 2018930 French citizens70 foreign nationals,P463,Forwards
Pope Innocent III,CatholicChurch,Catholic Church,He was central in supporting the Catholic Churchs reforms of ecclesiastical affairs through his decretals and the Fourth Lateran Council,P140,Forwards
Stefano Porcari,Rome,Rome,Stefano Porcari early 15th century  9 January 1453 was an Italian politician and humanist from Rome known as the leader of a rebellion against Pope Nicholas V and the Papal secular authority in Rome,P20,Forwards
Umbria,Perugia,Perugia,The regional capital is Perugia,P36,Forwards
Allied invasion of Italy,WorldWarII,World War II,The Allied invasion of Italy was the Allied amphibious landing on mainland Italy that took place on 3 September 1943 during the early stages of the Italian campaign of World War II,P361,Forwards
First Punic War,PunicWars,three wars,The First Punic War 264–241 BC was the first of three wars fought between Rome and Carthage the two main powers of the western Mediterranean in the early 3rd century BC,P361,Forwards
Gaul,France,France,It was inhabited by Celtic tribes encompassing present day France Luxembourg Belgium most of Switzerland and parts of Northern Italy the Netherlands and Germany particularly the west bank of the Rhine,P17,Forwards
World War II,AlliedinvasionofItaly,the Italian mainland,Key setbacks in 1943—including a series of German defeats on the Eastern Front the Allied invasions of Sicily and the Italian mainland and Allied offensives in the Pacific—cost the Axis powers their initiative and forced it into strategic retreat on all fronts,P361,Backwards
Florence,Italy,Italy,In 2008 the city had the 17thhighest average income in Italy,P17,Forwards
Pope Nicholas III,PapalStates,Papal States,Pope Nicholas III Latin Nicolaus III c 1225 – 22 August 1280 born Giovanni Gaetano Orsini was head of the Catholic Church and ruler of the Papal States from 25 November 1277 to his death,P937,Forwards
Pope Stephen III,PapalStates,Papal States,Pope Stephen III Latin Stephanus III died 1 February 772 was the bishop of Rome and ruler of the Papal States from 7 August 768 to his death,P937,Forwards
Pope Innocent III,PapalStates,Papal States,Pope Innocent III Latin Innocentius III 1160 or 1161  16 July 1216 born Lotario dei Conti di Segni anglicized as Lothar of Segni was the head of the Catholic Church and ruler of the Papal States from 8 January 1198 to his death,P937,Forwards
Naples,Caravaggio,Caravaggio,Naples is also considered a capital of the Baroque beginning with the artist Caravaggios career in the 17th century and the artistic revolution he inspired,P937,Backwards
Mount Vesuvius,Italy,Italy,Mount Vesuvius vɪˈsuːviəs vissOOveeəs Italian Vesuvio veˈzuːvjo ˈsuː Neapolitan O Vesuvio o vəˈsuːvjə also A muntagna or A montagna Latin Vesuvius wɛˈsʊwɪʊs also Vesevius Vesvius or Vesbius is a sommastratovolcano located on the Gulf of Naples in Campania Italy about 9160km 56160mi east of Naples and a short distance from the shore,P17,Forwards
San Lorenzo in Lucina,Rome,Rome,Laurentii in Lucina is a Roman Catholic parish titular church and minor basilica in central Rome Italy,P131,Forwards
Rome,Lazio,Lazio,The white area in the centre is Vatican Citymwparseroutput locmap odpositionabsolutemwparseroutput locmap idpositionabsolutelineheight0mwparseroutput locmap l0fontsize0positionabsolutemwparseroutput locmap pvlineheight110positionabsolutetextaligncentermwparseroutput locmap pllineheight110positionabsolutetop075emtextalignrightmwparseroutput locmap prlineheight110positionabsolutetop075emtextalignleftmwparseroutput locmap pvdivdisplayinlinepadding1pxmwparseroutput locmap pldivdisplayinlinepadding1pxfloatrightmwparseroutput locmap prdivdisplayinlinepadding1pxfloatleftRomeLocation within ItalyShow map of ItalyRomeLocation within EuropeShow map of EuropeCoordinates mwparseroutput geodefaultmwparseroutput geodmsmwparseroutput geodecdisplayinlinemwparseroutput geonondefaultmwparseroutput geomultipunctdisplaynonemwparseroutput longitudemwparseroutput latitudewhitespacenowrap41°53′N 12°30′Exfeff  xfeff41883°N 12500°Exfeff  41883 12500Coordinates 41°53′N 12°30′Exfeff  xfeff41883°N 12500°Exfeff  41883 12500Country Italy91a93Region160LazioMetropolitan cityRomeFounded753 BCFounded byKing RomulusGovernment160•160TypeStrong Mayor–Council160•160MayorVirginia Raggi M5S160•160LegislatureCapitoline AssemblyArea160•160Total1285160km2 4963160sq160miElevation21160m 69160ftPopulation16031 December 2019160•160Rank1st in Italy 3rd in the EU160•160Density2236km2 5790sq160mi160•160Comune2860009160•160Metropolitan City4342212DemonymsItalian romano masculine romana feminineEnglish RomanTime zoneUTC1 CETCAP codes00100 00118 to 00199Area codes06Websitecomuneromait,P36,Backwards
Ancient Rome,WesternRomanEmpire,Western Roman Empire,In historiography ancient Rome is Roman civilization from the founding of the Italian city of Rome in the 8th century BC to the collapse of the Western Roman Empire in the 5th century AD encompassing the Roman Kingdom 753 BC–509 BC Roman Republic 509 BC–27 BC and Roman Empire 27 BC–476 AD until the fall of the western empire,P527,Forwards
Tivoli Lazio,Italy,Italy,Tivoli ˈtɪvəli Italian160ˈtiːvoli Latin Tibur is a town and comune in Lazio central Italy about 30 kilometres 19 miles eastnortheast of Rome at the falls of the Aniene river where it issues from the Sabine hills,P17,Forwards
Tuscany,Florence,Florence,Tuscany has over 120 protected nature reserves making Tuscany and its capital Florence popular tourist destinations that attract millions of tourists every year,P36,Forwards
Naples,KingdomofNaples,Kingdom of Naples,It served as the capital of the Duchy of Naples 661–1139 then of the Kingdom of Naples 1282–1816 and finally of the Two Sicilies until the unification of Italy in 1861,P36,Backwards
Milan,Lombardy,Lombardy,Milan mɪˈlæn US also mɪˈlɑːn Milanese miˈlãː32listen Italian Milano miˈlaːno32listen is a city in northern Italy capital of Lombardy and the secondmost populous city in Italy after Rome,P36,Backwards
Germany,EuropeanUnion,European Union,The Federal Republic of Germany was a founding member of the European Economic Community and the European Union while the German Democratic Republic was a communist Eastern Bloc state and member of the Warsaw Pact,P463,Forwards
Porticus Octaviae,Rome,Rome,The Porticus Octaviae Portico of Octavia Italian Portico di Ottavia is an ancient structure in Rome,P131,Forwards
Cardinal Secretary of State,VaticanCity,Vatican City,The Secretariat of State performs all the political and diplomatic functions of the Holy See and the Vatican City,P17,Forwards
Pope Paul II,CatholicChurch,Catholic Church,Pope Paul II Latin Paulus II 23 February 1417 – 26 July 1471 born Pietro Barbo was head of the Catholic Church and ruler of the Papal States ,P140,Forwards
Veii,Rome,Rome,Veii also Veius Italian Veio was an important ancient Etruscan city situated on the southern limits of Etruria and only 16160km 99160mi northnorthwest of Rome Italy,P131,Forwards
Roman Senate,AncientRome,ancient Rome,The Roman Senate Latin Senātus Rōmānus was a governing and advisory assembly in ancient Rome,P17,Forwards
Potentia ancient city,Italy,Italy,PotentiaArchaeological area of PotentiaLocationPorto Recanati Province of Macerata Marche ItalyTypeSettlementHistoryFounded2nd century BCAbandoned5th centuryPeriodsRoman Republic  Byzantine EmpireCulturesAncient Rome,P17,Forwards
Raphael Rooms,VaticanCity,Vatican City,The four Raphael Rooms Italian Stanze di Raffaello form a suite of reception rooms in the Apostolic Palace now part of the Vatican Museums in Vatican City,P17,Forwards
Ponte SantAngelo,Italy,Italy,Ponte SantAngelo originally the Aelian Bridge or Pons Aelius is a Roman bridge in Rome Italy completed in 134160AD by Roman Emperor Hadrian Publius Aelius Hadrianus to span the Tiber from the city centre to his newly constructed mausoleum now the towering Castel SantAngelo,P17,Forwards
Papal States,PopePiusIX,Pius IX,The Papal States in 1815 after the Napoleonic WarsMap of the Papal States green in 1789 before the French seized papal lands in France including its exclaves of Benevento and Pontecorvo in Southern Italy and the Comtat Venaissin and Avignon in Southern FranceCapitalRomeCommon160languagesLatin Italian OccitanReligion Roman CatholicismGovernmentUnitary Christian theocratic absolute elective monarchyPope160•160754–757 first Stephen II•1601846–1870 last Pius IX,P937,Backwards
Nazi Germany,Axispowers,Axis powers,By early 1941 Germany and their European allies in the Axis powers controlled much of Europe,P527,Backwards
Constantinople,OttomanEmpire,Ottoman Empire,With the advent of the Ottoman Empire in 1299 the Byzantine Empire began to lose territories and the city began to lose population,P36,Backwards
Liri,Italy,Italy,The Liri Latin Liris or Lyris previously Clanis Greek Λεῖρις is one of the principal rivers of central Italy flowing into the Tyrrhenian Sea a little below Minturno under the name Garigliano,P17,Forwards
Domenico Ghirlandaio,Florence,Florence,Domenico di Tommaso Curradi di Doffo Bigordi UK ˌɡɪərlænˈdaɪoʊ US lənˈ ˌɡɪərlənˈdɑːjoʊ lɑːnˈ Italian160doˈmeːniko ɡirlanˈdaːjo 2 June 1448160– 11 January 1494 professionally known as  Domenico Ghirlandaio also spelled as Ghirlandajo was an Italian Renaissance painter born in Florence,P20,Forwards
Pope Paul III,PapalStates,Papal States,Pope Paul III Latin Paulus III 29 February 1468160– 10 November 1549 born Alessandro Farnese was head of the Catholic Church and ruler of the Papal States from 13 October 1534 to his death in 1549,P937,Forwards
France,Gaul,Gauls,During the Iron Age what is now metropolitan France was inhabited by the Gauls,P17,Backwards
Pope Honorius III,CatholicChurch,Catholic Church,Pope Honorius III 1150 – 18 March 1227 born Cencio Savelli was head of the Catholic Church and ruler of the Papal States from 18 July 1216 to his death,P140,Forwards
Odoacer,Ravenna,Ravenna, Theodoric invaded Italy in 489 and by August 490 had captured almost the entire peninsula forcing Odoacer to take refuge in Ravenna,P20,Forwards
Constantinople,RomanEmpire,Roman Empire,Constantinople ˌkɒnstæntɪˈnoʊpəl Greek Κωνσταντινούπολις Kōnstantinoupolis Latin Constantinopolis Ottoman Turkish قسطنطينيه‎8206 romanized160Ḳosṭanṭīnīye was the capital city of the Roman Empire 330–395 the Byzantine Empire 395–1204 and 1261–1453 the brief Crusader state known as the Latin Empire 1204–1261 and the Ottoman Empire 1453–1922,P36,Backwards
