Origin Page,Destination Page,Link Text,Sentence Text,Wikidata Property Label,Direction
Anthony Kohlmann,Pontifical Gregorian University,Pontifical Gregorian University,Taking note of his writings on Unitarianism Pope Leo XII named Kohlmann the chair of theology at the Pontifical Gregorian University in Rome in 1824,P108,Forwards
Nîmes,Gard,Gard,Nîmes niːm NEEM French160nim32listen Occitan Nimes ˈnimes Latin Nemausus is the prefecture of the Gard department in the Occitanie region of Southern France,P131,Forwards
Corsican language,Italy,Italy,Some languages that originated from Corsican but are also heavily influenced by Sardinian and are nowadays considered to be languages on their own are also spoken and to some extent written on the island of Sardinia Italy,P17,Forwards
DrobetaTurnu Severin,Romania,Romania,DrobetaTurnu Severin Romanian pronunciation160droˈbeta ˈturnu seveˈrin32listen colloquially Severin is a city in Mehedinți County Oltenia Romania on the northern bank of the Danube close to the Iron Gates,P17,Forwards
Tourism in Spain,Spain,Spain,Tourism in Spain is the third major contributor to national economic life after the industrial and the businessbanking sectors contributing about 10–11 of Spains GDP,P17,Forwards
Bubión,Spain,Spain,Bubión is a village in Las Alpujarras region of Granada in Spain,P17,Forwards
Kingdom of Italy,Axis powers,Axis powers,Italy was an important member of the Axis powers in World War II battling on several fronts with initial success,P527,Backwards
Ahr,North RhineWestphalia,North RhineWestphalia,After 18 kilometres 11160mi it crosses from North RhineWestphalia into RhinelandPalatinate,P131,Forwards
Hostius,Ancient Rome,Roman,Hostius was a Roman epic poet who probably flourished in the 2nd century BC,P19,Forwards
Altenglan,Germany,Germany,Altenglan is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the Kusel district in RhinelandPalatinate Germany,P17,Forwards
Duumviri,Ancient Rome,ancient Rome,The duumviri Latin for two men originally duoviri and also known in English as the duumvirs were any of various joint magistrates of ancient Rome,P2596,Forwards
Rhumel River,Constantine Algeria,Constantine,The Rhumel River also Rhummel Rummel ElKebîrl Arabic وادي الرمال is the largest river in the Constantine region of Algeria,P206,Backwards
Turkey,Syria,Syria,It shares borders with Greece and Bulgaria to the northwest the Black Sea to the north Georgia to the northeast Armenia Azerbaijan and Iran to the east Iraq to the southeast Syria and the Mediterranean Sea to the south and the Aegean Sea to the west,P47,Forwards
Étrembières,France,France,Étrembières is a commune in the HauteSavoie department in the AuvergneRhôneAlpes region in southeastern France,P17,Forwards
Saint Nino,Cappadocia,Cappadocia,According to most widely traditional accounts she belonged to a Greekspeaking Roman family from Kolastra Cappadocia was a relative of Saint George and came to Georgia ancient Iberia from Constantinople,P19,Forwards
House of Bourbon,Kingdom of Naples,Naples,By the 18th century members of the Spanish Bourbon dynasty held thrones in Spain Naples Sicily and Parma,P17,Forwards
Urbnisi,Georgian language,Georgian,Urbnisi Georgian58 ურბნისი is a village in Georgia’s Shida Kartli region in the district of Kareli,P37,Forwards
Ponte SantAngelo,Tiber,Tiber,Ponte SantAngelo originally the Aelian Bridge or Pons Aelius is a Roman bridge in Rome Italy completed in 134160AD by Roman Emperor Hadrian Publius Aelius Hadrianus to span the Tiber from the city centre to his newly constructed mausoleum now the towering Castel SantAngelo,P177,Forwards
Renaissance,Renaissance humanism,humanism,The intellectual basis of the Renaissance was its version of humanism derived from the concept of Roman humanitas and the rediscovery of classical Greek philosophy such as that of Protagoras who said that man is the measure of all things,P361,Backwards
Germanic mythology,Germanic peoples,Germanic peoples,Germanic mythology consists of the body of myths native to the Germanic peoples,P2596,Forwards
Juvenal,Roman Empire,Roman,Decimus Junius Juvenalis Latin160ˈdɛkɪmʊs ˈjuːniʊs jʊwɛˈnaːlɪs known in English as Juvenal ˈdʒuːvənəl JOOvənəl was a Roman poet active in the late first and early second century AD,P2348,Forwards
Ptolemy I Soter,Alexandria,Alexandria,367 BCPossibly Pella MacedonDiedJanuary 282 BC aged 84–85Alexandria Egypt,P20,Forwards
Roman Empire,Dominate,multiple emperors,After the military crisis the empire was ruled by multiple emperors who shared rule over the Western Roman Empire and over the Eastern Roman Empire also known as the Byzantine Empire,P2596,Backwards
Étienne Dupérac,Rome,Rome,He is most well known for his topographical studies of Rome and its ruins in the late 16th century,P937,Forwards
Gallic Wars,Battle of the Arar,Arar 58 BC,Arar 58 BC,P527,Forwards
Ara trium Galliarum,France,France,The Ara trium Galliarum or ‘Altar of the three Gallic provinces’ was a Roman sanctuary near Lugdunum today Lyon in France,P17,Forwards
Peltuinum,Gnaeus Domitius Corbulo,Gnaeus Domitius Corbulo,The city was the birthplace of Gnaeus Domitius Corbulo a Roman general from the age of Nero,P19,Backwards
The Conspirators 1969 film,Rome,Rome,Location shooting took place around Rome,P840,Forwards
Marcus Servilius Pulex Geminus,Ancient Rome,Roman,Pulex Geminus was a Roman statesman during the Second Punic War and the early decades of the second century BC,P19,Forwards
Bevagna,Montefalco,Montefalco,Bevagna is 25160km 16160mi southeast of Perugia 8160km 50160mi west of Foligno 7160km 43160mi northnorthwest of Montefalco 16160km 99160mi south of Assisi and 15160km 93160mi northwest of Trevi,P47,Forwards
Ares,Greek mythology,Greek mythology,Ares plays a relatively limited role in Greek mythology as represented in literary narratives though his numerous love affairs and abundant offspring are often alluded to,P1049,Forwards
Juvenal,Ancient Rome,ancient Rome,The Satires are a vital source for the study of ancient Rome from a number of perspectives although their comic mode of expression makes it problematic to accept the content as strictly factual,P27,Forwards
Alcalá de Henares,Spain,Spanish,Alcalá de Henares Spanish pronunciation160alkaˈla ðe eˈnaɾes is a Spanish city in the Community of Madrid,P17,Forwards
Macellum of Naples,Naples,Naples,The Macellum of Naples was the macellum or market building of the Roman city of Neapolis now known as Naples,P131,Forwards
Allies of World War II,World War II,Second World War,The Allies of World War II were a group of countries that together opposed the Axis powers during the Second World War 1939–1945,P607,Forwards
Almanzora river,Spain,Spain,The Almanzora River Spanish Río Almanzora is a river in the province of Almería in Andalusia Spain,P17,Forwards
Antandrus,Turkey,Turkey,It has been located on Devren hill between the modern village of Avcılar and the town of Altınoluk in the Edremit district of Balıkesir Province Turkey,P17,Forwards
Umbria,Perugia,Perugia,The regional capital is Perugia,P1376,Backwards
Pomponia Graecina,Ancient Rome,Roman,83 AD was a noble Roman woman of the 1st century who was related to the JulioClaudian dynasty,P27,Forwards
Cinecittà,Rome,Rome,Cinecittà Studios pronounced160ˌtʃinetʃitˈta Italian for Cinema City Studios is a large film studio in Rome Italy,P159,Forwards
Torquay,Torbay,Torbay,Torquay tɔːrˈkiː torKEE is a seaside town in Devon England part of the unitary authority area of Torbay,P1889,Backwards
Isola del Giglio,Tyrrhenian Sea,Tyrrhenian Sea,Isola del Giglio Italian pronunciation160ˈiːzola del ˈdʒiʎʎo English Giglio Island Latin Igilium is an Italian island and comune situated in the Tyrrhenian Sea off the coast of Tuscany and is part of the Province of Grosseto,P276,Forwards
Culture of Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,The culture of Bosnia and Herzegovina encompasses the countrys ancient heritage architecture literature visual arts music cinema sports and cuisine,P17,Forwards
Accoleia gens,Gens,gens, Most of what is known of this gens comes from various coins and inscriptions,P31,Forwards
Palazzolo Acreide,Syracuse Sicily,Syracuse, It is 43 kilometres 27160mi from the city of Syracuse in the Hyblean Mountains,P47,Forwards
Discourses on Livy,Ab Urbe Condita Libri,Ab urbe condita,The title identifies the works subject as the first ten books of Livys Ab urbe condita which relate the expansion of Rome through the end of the Third Samnite War in 293 BCE although Machiavelli discusses what can be learned from many other eras including contemporary politics,P941,Forwards
Port of Mainz,Germany,Germany,The Port of Mainz or Mainzer Hafen in German is the port of Mainz Germany,P17,Forwards
Marcus Lollius,Ancient Rome,Roman,55 BCafter 2 BC was a Roman politician military officer and supporter of the first Roman emperor Augustus,P27,Forwards
Denarius,Ancient Rome,Roman,The denarius Latin160deːˈnaːriʊs pl dēnāriī deːˈnaːriiː was the standard Roman silver coin from its introduction in the Second Punic War c8201211 BC to the reign of Gordian III AD 238–244 when it was gradually replaced by the Antoninianus,P17,Forwards
Kingdom of the Two Sicilies,Sicilian language,Sicilian,The Kingdom of the Two Sicilies Neapolitan Regno d’ ’e Ddoje Sicilie Sicilian Regnu dî Dui Sicili Italian Regno delle Due Sicilie Spanish Reino de las Dos Sicilias was a kingdom located in Southern Italy from 1816 to 1860,P2936,Forwards
Anneia gens,Ancient Rome,Roman,The gens Anneia was a Roman family known from the last century of the Roman Republic,P17,Forwards
Catholic Church and slavery,Slavery,slavery,The issue of slavery was historically treated with concern by the Catholic Church,P1269,Forwards
Gnaeus Gellius,Ancient Rome,Roman,Gnaeus Gellius fl82012nd half of 2nd century160BC was a Roman historian,P27,Forwards
Marcus Fulvius Nobilior consul 159 BC,Tribune of the plebs,tribune of the plebs,He was tribune of the plebs 171 BC curule aedile 166 BC the year in which the Andria of Terence was performed and consul 159 BC,P39,Forwards
March–April 1605 papal conclave,Pope Leo XI,Pope Leo XI,The March–April 1605 papal conclave was convened on the death of Pope Clement VIII and ended with the election of Alessandro Ottaviano de Medici as Pope Leo XI,P710,Forwards
Holy See,Roman Curia,Roman Curia,The Holy See is administered by the Roman Curia Latin for Court which is the central government of the Catholic Church,P1001,Backwards
North Africa,Morocco,Morocco,The most commonly accepted definition includes Morocco Algeria Tunisia Libya Egypt and Sudan the 6 countries that shape the top North of the African continent,P527,Forwards
Roman emperor,Holy Roman Emperor,Holy Roman Emperors,Objecting to a woman ruling the Roman Empire in her own right and issues with the eastern clergy the Papacy would then create a rival lineage of Roman emperors in western Europe the Holy Roman Emperors which ruled the Holy Roman Empire for most of the period between 800 and 1806,P1889,Forwards
Santa María La Antigua,Valladolid,Valladolid,The Church of Saint Mary the Ancient Spanish Santa María La Antigua is a 12thcentury church in  Valladolid central Spain,P131,Forwards
Marcus Aurelius,Junius Rusticus,Junius Rusticus,Junius Rusticus,P802,Backwards
Lazio,Campania,Campania,Situated in the central peninsular section of the country it has 5864321 inhabitants – making it the second most populated region of Italy after Lombardy and just ahead of Campania – and its GDP of more than €197 billion per year means that it has the nations second largest regional economy,P47,Backwards
Third Punic War,Second Punic War,Second,Second,P155,Forwards
Heimweiler,Germany,Germany,Heimweiler is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the Bad Kreuznach district in RhinelandPalatinate Germany,P17,Forwards
Algeria,Sahara,Sahara,The country has a semiarid geography with most of the population living in the fertile north and the Sahara dominating the geography of the south,P131,Backwards
Angelica Kauffman,Neoclassicism,Neoclassical,Maria Anna Angelika Kauffmann RA 30 October 1741 – 5 November 1807 usually known in English as Angelica Kauffman91a93 was a Swiss Neoclassical painter who had a successful career in London and Rome,P136,Forwards
San Pietro in Vincoli,Moses Michelangelo,statue of Moses,San Pietro in Vincoli Saint Peter in Chains is a Roman Catholic titular church and minor basilica in Rome Italy best known for being the home of Michelangelos statue of Moses part of the tomb of Pope Julius II,P276,Backwards
Duchy of Parma,House of Farnese,Farnese family,Originally a title of the Farnese family in 1731 the Duchy passed to the Habsburgs and in 1748 to the Bourbons,P17,Backwards
Pitigliano,Italy,Italy,Pitigliano  is a town in the province of Grosseto located about 80 kilometres 50160mi southeast of the city of Grosseto Tuscany  Italy,P17,Forwards
Asturcón,Spain,Spain,The Asturcón is an ancient breed of small horse or pony from the autonomous region of Asturias in northern Spain,P495,Forwards
Danube,Black Sea,Black Sea,Originating in Germany the Danube flows southeast for 2850160km 1770160mi passing through or bordering Austria Slovakia Hungary Croatia Serbia Romania Bulgaria Moldova and Ukraine before draining into the Black Sea,P403,Forwards
Damascus,Syria,Syria,Damascus dəˈmæskəs dəMASSkəs Arabic دِمَشْق8206 romanized160Dimašq diˈmaʃq Syrian Arabic dɪˈmaʃʔ Syriac160 ܕܰܪܡܣܘܩ is the capital of Syria and the fourth holiest city in Islam,P1376,Forwards
Cato the Younger,Cato the Elder,Cato the Elder,His epithet the Younger distinguishes him from his greatgrandfather Cato the Elder,P1889,Backwards
Cuenca Spain,Spain,Spain,Cuenca Spanish pronunciation160ˈkweŋka is a city and municipality of Spain located in the autonomous community of Castilla–La Mancha,P17,Forwards
Lebanon,Beirut,Beirut,Its financial power and stability through the 1950s and 1960s earned Lebanon the name of Switzerland of the East while its capital Beirut attracted so many tourists that it was known as the Paris of the Middle East,P17,Backwards
Rag doll,Toy,toy,A rag doll is a childrens toy,P31,Forwards
Francesco Erizzo,Venice,Venice,Francesco Erizzo Venice February 18 1566 – Venice January 3 1646 was the 98th Doge of Venice reigning from his election on April 10 1631 until his death fifteen years later,P19,Forwards
Battle of Benevento,Benevento,Benevento,The Battle of Benevento was a major medieval battle fought on 26 February 1266 near Benevento in presentday Southern Italy between the forces of Charles I of Anjou and those of King Manfred of Sicily,P276,Forwards
Laelia gens,Gens,gens, The first of the gens to obtain the consulship was Gaius Laelius in 190 BC,P31,Forwards
Novi Sad,Danube,Danube,Lying on the banks of the Danube river the city faces the northern slopes of Fruška Gora,P206,Forwards
Eunice Bosporan queen,Tiberius Julius Rhescuporis I,Rhescuporis I,She appears to have been regent during the minority of her son Rhescuporis I in 6869,P25,Backwards
Battle of Actium,Augustus,Octavian,The Battle of Actium was the decisive naval battle in the Last war of the Roman Republic fought between the fleet of Octavian and the combined fleet of Mark Antony and Queen Cleopatra of Egypt,P710,Forwards
De Constantia Sapientis,Seneca the Younger,Seneca the Younger,De Constantia Sapientis transl8201On the Firmness of the Wise is a moral essay written by Seneca the Younger a Roman Stoic philosopher sometime around 55 AD,P50,Forwards
Hosidia gens,Ancient Rome,Rome,The gens Hosidia was a family at Rome during the last century of the Republic and into imperial times,P17,Forwards
October–December 1590 papal conclave,Pope Gregory XIV,Gregory XIV,The October to December 1590 papal conclave 8 October – 5 December was the second conclave of 1590 and the one during which Gregory XIV was elected as the successor of Urban VII,P991,Forwards
Corsica,Corsican language,Corsican,Corsican the native tongue is recognised as a regional language by the Government of France,P2341,Backwards
Triumphal Procession,Large Triumphal Carriage,Large Triumphal Carriage,10 feet 30160m high and 12 feet 37160m wide and a Large Triumphal Carriage 1522 8 woodcut panels 15 feet 046160m high 8 feet 24160m long which was originally intended to form part of the Triumphal Procession but was published separately by Dürer in 1522,P179,Backwards
Pope Pius XII,Italian language,Italian,Pope Pius XII Italian Pio XII born Eugenio Maria Giuseppe Giovanni Pacelli Italian pronunciation160euˈdʒɛːnjo maˈriːa dʒuˈzɛppe dʒoˈvanni paˈtʃɛlli 2 March 18761608211329 October 1958 was head of the Catholic Church and sovereign of the Vatican City State from 2 March 1939 until his death in 1958,P1412,Forwards
Francia,Western Roman Empire,Western Roman Empire,The core Frankish territories inside the former Western Roman Empire were close to the Rhine and Maas rivers in the north,P156,Backwards
Real Academia de la Historia,Spain,Spanish,The Real Academia de la Historia RAH Royal Academy of History is a Spanish institution in Madrid that studies history ancient and modern political civil ecclesiastical military scientific of letters and arts that is to say the different branches of life of civilisation and of the culture of the Spanish people,P17,Forwards
Byzantine Empire,Roman Empire,its earlier incarnation,Although the Roman state continued and its traditions were maintained modern historians distinguish Byzantium from its earlier incarnation because it was centred on Constantinople oriented towards Greek rather than Latin culture and characterised by Eastern Orthodox Christianity,P1366,Backwards
Battle of the Arar,France,France,media all and minwidth720pxmwparseroutput desktopfloatrightboxsizingborderboxfloatrightclearrightmwparseroutput infoboxvevent statuspfirstchildmargin0Battle of the ArarPart of the Gallic WarsCampaign of Caesar against the HelvetiiDate58 BCLocationGaul FranceResult,P17,Forwards
Turkey,Black Sea,Black Sea,It shares borders with Greece and Bulgaria to the northwest the Black Sea to the north Georgia to the northeast Armenia Azerbaijan and Iran to the east Iraq to the southeast Syria and the Mediterranean Sea to the south and the Aegean Sea to the west,P17,Backwards
Cornelius Lupus,Ancient Rome,Roman,Cornelius Lupus was a Roman senator active during the Principate,P27,Forwards
Bodybuilding,Steve Reeves,Steve Reeves,Since 1950 the NABBA Universe Championships have been considered the top amateur bodybuilding contests with notable winners such as Reg Park Lee Priest Steve Reeves and Arnold Schwarzenegger,P641,Backwards
Athena of Velletri,Statue,statue,The Athena of Velletri or Velletri Pallas is a type of classical marble statue of Athena wearing a helmet,P31,Forwards
Corfu,Greece,Greece,Corfu kɔːrˈfjuː US also ˈkɔːrfjuː or Kerkyra Greek Κέρκυρα romanized160Kérkyra pronounced160ˈcercira32listen91a93 is a Greek island in the Ionian Sea of the Ionian Islands and including its small satellite islands forms the margin of the northwestern frontier of Greece,P17,Forwards
Basilica of Saint Francis of Assisi,Francis of Assisi,Saint Francis,The Basilica of Saint Francis of Assisi Italian Basilica di San Francesco dAssisi Latin Basilica Sancti Francisci Assisiensis is the mother church of the Roman Catholic Order of Friars Minor Conventual in Assisi a town in the Umbria region in central Italy where Saint Francis was born and died,P825,Forwards
Malatesta Ungaro,Malatesta II Malatesta,Malatesta Guastafamiglia,He was the son of Malatesta Guastafamiglia lord of Pesaro and Rimini,P22,Forwards
Armsheim,Germany,Germany,Armsheim is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the AlzeyWorms district in RhinelandPalatinate Germany,P17,Forwards
Alexios I Komnenos,Byzantine Empire,Byzantine,Alexios160I Komnenos Greek Ἀλέξιος Α Κομνηνός 10561057 – 15 August 1118 Latinized Alexius I Comnenus was Byzantine emperor from 1081 to 1118,P27,Forwards
Macomer,Italy,Italy,Macomer Sardinian Macumère is a town and comune of Sardinia Italy in the province of Nuoro,P17,Forwards
House of Este,Ferrara,Ferrara,The younger branch of the House of Este included rulers of Ferrara 1240–1597 and of Modena and Reggio 1288–1796,P7153,Forwards
Gagliano Aterno,Italy,Italy,Gagliano Aterno is a town and comune approximately 45 kilometres 28160mi from Aquila in the Abruzzo region of Italy,P17,Forwards
Adriatic Sea,Italian Peninsula,Italian Peninsula,The Adriatic Sea ˌeɪdriˈætɪk is a body of water separating the Italian Peninsula from the Balkans,P206,Backwards
District of Mitrovica,Mitrovica Kosovo,Mitrovica,Mitrovica District Serbian Cyrillic Косовскомитровачки округ Kosovskomitrovački okrug Albanian Rajoni i Mitrovicës is one of the unified seven districts of Kosovoa Its administrative center and the largest city is Mitrovica,P1376,Backwards
Adriatic Sea,Italy,Italy,The countries with coasts on the Adriatic are Albania Bosnia and Herzegovina Croatia Italy Montenegro and Slovenia,P206,Backwards
SaintThibault Cher,SaintSatur,SaintSatur,It is faubourg of the commune SaintSatur,P131,Forwards
Giorgio Sommer,Naples,Naples,In 1856 moved his business to Naples and later 1866 formed a partnership with fellow German photographer Edmund Behles also known as Edmondo Behles who owned a studio in Rome,P937,Forwards
Lake Homs Dam,Syria,Syria,The Lake Homs Dam also known as Qattinah Dam is a Romanbuilt dam near the city of Homs Syria which is in use to this day,P17,Forwards
Pantheon Rome,Rome,Rome,Mary and the Martyrs in Rome Italy on the site of an earlier temple commissioned by Marcus Agrippa during the reign of Augustus 27 BC – 14 AD,P131,Forwards
Ottoman–Hungarian wars,Crusade of Varna,Crusade of Varna,Initial Hungarian success culminated in the Crusade of Varna though without significant outside support the Hungarians were defeated,P361,Backwards
Trinummus,Latin,Latin,Trinummus is a comedic Latin play by the early Roman playwright Titus Maccius Plautus,P407,Forwards
Normandy,Rouen,Rouen,Large settlements include Rouen Le Havre and Cherbourg,P1376,Backwards
Titus Quinctius Pennus Capitolinus Crispinus,Ancient Rome,Rome,In 361 BC he was a dictator of Rome and obtained a triumph following a successful battle against the Gauls,P27,Forwards
Syracuse Sicily,Ancient Greece,Ancient Greek,The city was founded by Ancient Greek Corinthians and Teneans and became a very powerful citystate,P2596,Forwards
Celtiberians,Lusones,Lusones,Most scholars include the Arevaci Pellendones Belli Titti and Lusones as Celtiberian tribes and occasionally the Berones Vaccaei Carpetani Olcades or Lobetani,P279,Backwards
Quintus Sulpicius Camerinus,Ancient Rome,Roman,Quintus Sulpicius Camerinus was a Roman senator and poet who served as Consul in AD 9 as the colleague of Gaius Poppaeus Sabinus,P27,Forwards
Necropolis of Cyrene,Cyrene Libya,Cyrene Libya,The Necropolis of Cyrene  is a necropolis located between Cyrene Libya and the ancient port of Apollonia at the western slope of the Wadi Haleg Shaloof hill,P276,Forwards
A Funny Thing Happened on the Way to the Forum film,Ancient Rome,ancient Roman,It was inspired by the farces of the ancient Roman playwright Plautus 251–183 BC 8211 specifically Pseudolus Miles Gloriosus and Mostellaria 8211 and tells the bawdy story of a slave named Pseudolus and his attempts to win his freedom by helping his young master woo the girl next door,P840,Forwards
Vatican Museums,Vatican City,Vatican City,The Vatican Museums Italian Musei Vaticani Latin Musea Vaticana are the public art and sculpture museums in the Vatican City,P17,Forwards
Hungary,Romania,Romania,Spanning 93030 square kilometres 35920160sq160mi of the Carpathian Basin it is bordered by Slovakia to the north Ukraine to the northeast Romania to the east and southeast Serbia to the south Croatia and Slovenia to the southwest and Austria to the west,P530,Forwards
Francia,Charlemagne,Charlemagne,Under the nearly continuous campaigns of Pepin of Herstal Charles Martel Pepin the Short Charlemagne and Louis the Pious—father son grandson greatgrandson and greatgreatgrandson—the greatest expansion of the Frankish empire was secured by the early 9th century by this point dubbed as the Carolingian Empire,P19,Backwards
Sulzbach Birkenfeld,Germany,Germany,Sulzbach also called Rhaunensulzbach is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the Birkenfeld district in RhinelandPalatinate Germany,P17,Forwards
Giovanni Soglia Ceroni,Catholic Church,Catholic Church,Giovanni Soglia Ceroni 10 October 1779 – 12 August 1856 was an Italian cardinal of the Catholic Church,P140,Forwards
Porcia gens,Ancient Rome,Ancient Rome,The gens Porcia rarely written Portia was a plebeian family at Ancient Rome,P17,Forwards
Romance languages,IndoEuropean languages,IndoEuropean language family,They are a subgroup of the Italic languages in the IndoEuropean language family,P527,Backwards
July,June,June,July is the seventh month of the year between June and August in the Julian and Gregorian calendars and the fourth of seven months to have a length of 31 days,P155,Forwards
Italian War of 1521–1526,Republic of Venice,Republic of Venice, The war pitted Francis I of France and the Republic of Venice against the Holy Roman Emperor Charles V Henry VIII of England and the Papal States,P710,Forwards
Alessandro de Medici Duke of Florence,House of Medici,Medici,The first Medici to rule Florence as a hereditary monarch Alessandro was also the last Medici from the senior line of the family to lead the city,P53,Forwards
Augustine of Hippo,The City of God,The City of God,His many important works include The City of God On Christian Doctrine and Confessions,P50,Backwards
Publius Catius Sabinus,Roman consul,consul,3rd century AD was a Roman military officer and senator who was appointed consul twice,P39,Forwards
Incense Route – Desert Cities in the Negev,Avdat,Avdat,Four towns in the Negev Desert which flourished during the period from 300 BC to 200 AD are linked directly with the  Mediterranean terminus of both the Incense Road and spice trade routes Avdat Haluza Mamshit and Shivta,P361,Backwards
Marcus Ulpius Traianus father of Trajan,Trajan,Trajan,He was father to the Roman Emperor Trajan,P22,Backwards
Septimius Severus,Caracalla,Caracalla,He proclaimed as augusti coemperors his elder son Caracalla in 198 and his younger son Geta in 209 both born of his second wife Julia Domna,P40,Forwards
Ruse Bulgaria,Danube,Danube,Ruse is in the northeastern part of the country on the right bank of the Danube opposite the Romanian city of Giurgiu approximately 75160km 47160mi south of Bucharest Romanias capital 200160km 124160mi from the Bulgarian Black Sea Coast and 300160km 186160mi from the capital Sofia,P206,Forwards
Tipaza,Tipasa,Tipasa,When it was part of the Roman Empire it was called Tipasa,P527,Forwards
Pergamon,Turkey,Turkey,It is located 26 kilometres 16160mi from the modern coastline of the Aegean Sea on a promontory on the north side of the river Caicus modernday Bakırçay and northwest of the modern city of Bergama Turkey,P17,Forwards
Latino Orsini,Orsini family,Orsini family,Of the Roman branch of the Orsini family and the owner of rich possessions he entered the ranks of the Roman clergy as a youth became subdeacon and as early as 10 March 1438 was raised to the Episcopal See of Conza in Southern Italy,P53,Forwards
India,History of Buddhism in India,Buddhism,and Buddhism and Jainism had arisen proclaiming social orders unlinked to heredity,P17,Backwards
Danube,Hungary,Hungary,Originating in Germany the Danube flows southeast for 2850160km 1770160mi passing through or bordering Austria Slovakia Hungary Croatia Serbia Romania Bulgaria Moldova and Ukraine before draining into the Black Sea,P17,Forwards
Sardinia,Nuragic civilization,Nuragic,The islands most notable civilization is the indigenous Nuragic which flourished from the 18th century BC to either 238 BC or the 2nd century AD in some parts of the island and to the 6th century AD in that part of the island known as Barbagia,P276,Backwards
Fabio Mignanelli,Catholic Church,Roman Catholic,Fabio Mignanelli died 10 August 1557 was an Italian Roman Catholic bishop and cardinal,P140,Forwards
Kingdom of the Lombards,Kingdom of Italy Holy Roman Empire,Regnum Italiae,A reduced Regnum Italiae a heritage of the Lombards continued to exist for centuries as one of the constituent kingdoms of the Holy Roman Empire roughly corresponding to the territory of the former Langobardia Maior,P1365,Backwards
Sosnytsia,Ukraine,Ukraine,Sosnytsia Ukrainian Сocниця is an urbantype settlement in Koriukivka Raion district of Chernihiv Oblast province in northcentral Ukraine,P17,Forwards
1378 papal conclave,Catholic Church,Catholic Church,The 1378 papal conclave which was held from April 7 to 9 1378 was the papal conclave which was the immediate cause of the Western Schism in the Catholic Church,P140,Forwards
Syria,Damascus,Damascus,    Motto160وَحْدَةٌ ، حُرِّيَّةٌ ، اِشْتِرَاكِيَّةٌWaḥdah Ḥurrīyah IshtirākīyahUnity Freedom SocialismAnthem160حُمَاةَ الدِّيَارِḤumāt adDiyārGuardians of the Homeland Location of160Syria160greenShow globeShow map of SyriaCapitaland largest cityDamascus33°30′N 36°18′Exfeff  xfeff33500°N 36300°Exfeff  33500 36300Official160languagesArabicEthnic160groups  201490 Arab10 OtherReligion 87 Islam10 Christianity3 DruzeDemonymsSyrianGovernmentUnitary dominantparty semipresidential Ba’athist republic•160President Bashar alAssad•160Prime Minister Hussein Arnous•160Vice Presidents Farouk alSharaaNajah alAttar•160Speaker of the Peoples Council Hammouda Sabbagh,P17,Backwards
Pope Innocent IX,Papal States,Papal States,Pope Innocent IX Latin Innocentius IX 20 July 1519160– 30 December 1591 born Giovanni Antonio Facchinetti was head of the Catholic Church and ruler of the Papal States from 29 October to 30 December 1591,P937,Forwards
Vatican City,Italian language,Italian,Vatican City ˈvætɪkən32listen officially the Vatican City State Italian Stato della Città del Vaticano91e93 Latin Status Civitatis Vaticanae91f9391g93 is the Holy Sees independent  city state an enclave within Rome Italy,P2936,Forwards
Papal Navy,Papal States,Papal States,The Papal Navy Italian Marina Pontificia Pontifical Navy Latin Classis Pontificiae was the maritime force of the Papal States,P17,Forwards
Assisi,Province of Perugia,Province of Perugia,Assisi əˈsiːsi also US iːzi əˈsɪsi ɪzi Italian160asˈsiːzi from Latin Asisium is a town and comune of Italy in the  Province of Perugia in the Umbria region on the western flank of Monte Subasio,P150,Backwards
Europe,Western Europe,Western Europe,The Industrial Revolution which began in Great Britain at the end of the 18th century gave rise to radical economic cultural and social change in Western Europe and eventually the wider world,P527,Forwards
Macedonians ethnic group,South Slavs,South Slavic,Macedonians Macedonian Македонци romanized160Makedonci are a nation and a South Slavic ethnic group native to the region of Macedonia in Southeast Europe,P361,Forwards
Schunck,Netherlands,Netherlands,Schunck Dutch pronunciation32ʃuŋk is the name of former fashion house and department store Firma Schunck in Heerlen the Netherlands,P17,Forwards
Germany,North Sea,North,Germany is situated between the Baltic and North seas to the north and the Alps to the south covering an area of 357022 square kilometres 137847160sq160mi with a population of over 83 million within its 16 constituent states,P205,Backwards
Cairo,Egypt,Egypt,Cairo ˈkaɪroʊ  KYroh Arabic القاهرة8206 romanized160alQāhirah pronounced160ælˈqɑːhɪɾɑ32listen Coptic ϯⲕⲉϣⲣⲱⲙⲓ is the capital and largest city of Egypt,P17,Forwards
Guadiaro town,Spain,Spain,Guadiaro is a neighborhood parish of the city of San Roque on the right bank of the Guadiaro River in the Province of Cádiz Andalusia Spain,P17,Forwards
Anthony F Ciampi,Catholic Church,Catholic Church,Ciampi SJ January 29 1816 – November 24 1893 was an ItalianAmerican priest of the Catholic Church and member of the Society of Jesus,P140,Forwards
