Origin Page,Destination Page,Link Text,Sentence Text,Wikidata Property Label,Direction
Infante Alfonso Carlos Duke of San Jaime,Vienna,Vienna,Alfonso Carlos Infante of Spain Duke of San Jaime Alfonso Carlos Fernando José Juan Pío 12 December 1849 in London – 29 September 1936 in Vienna was the Carlist claimant to the throne of Spain under the name Alfonso Carlos I and the Legitimist claimant to the throne of France under the name Charles XII,P20,Forwards
Italy,Demographics of Italy,Population,Area •160Total301340160km2 116350160sq160mi3271st•160Water160124 as of 2015Population•1602020 estimate 603171163223rd•1602011160census 59433744•160Density2013km2 5214sq160mi3263rdGDP160PPP2021160estimate•160Total 2610 trillion3213th•160Per capita 433763229thGDP160nominal2021160estimate•160Total 2106 trillion328th•160Per capita 349973225thGini1602018160334mediumHDI160201very high160·16029thCurrencyEuro €b EURTime zoneUTC1 CET•160Summer160DSTUTC2 CESTDate formatddmmyyyyyyyymmdd160ADDriving siderightCalling code39cISO 3166 codeITInternet TLDitd,P276,Backwards
Euphrates,Turkey,Turkey,Originating in the Armenian Highlands of eastern Turkey the Euphrates flows through Syria and Iraq to join the Tigris in the Shatt alArab which empties into the Persian Gulf,P17,Forwards
Patrician ancient Rome,Conflict of the Orders,Conflict of the Orders,The distinction was highly significant in the Roman Kingdom and the early Republic but its relevance waned after the Conflict of the Orders 494 BC to 287 BC,P710,Backwards
Zánka,Hungary,Hungary,Zánka is a village in Veszprém county Hungary,P17,Forwards
Colchester,Camulodunum,Camulodunum,Colchester occupies the site of what was Camulodunum the first major Roman city in and sometime capital of Roman Britain,P131,Backwards
Black Death in Italy,Italy,Italy,The Black Death was present in the Italian states of presentday Italy between 1347 and 1348,P17,Forwards
Bosnia and Herzegovina,Serbia,Serbia,Bosnia and Herzegovina is bordered by Serbia to the east Montenegro to the southeast and Croatia to the north and southwest,P47,Forwards
Pope Celestine II,Papal States,Papal States,Pope Celestine II Latin Caelestinus II died 8 March 1144 born Guido di Castello was head of the Catholic Church and ruler of the Papal States from 26 September 1143 to his death in 1144,P27,Forwards
Galicia Spain,Spain,Spain,Galicia ɡəˈlɪʃiə Galician Galicia ɡaˈliθjɐ or Galiza ɡaˈliθɐ91a93 Spanish Galicia Portuguese Galiza is an autonomous community of Spain and historic nationality under Spanish law,P17,Forwards
Defeat of Boudica,Roman conquest of Britain,Conquest of Britain,Conquest of Britain 43–76 AD,P361,Forwards
Lucius Manlius Vulso Longus,Roman consul,Roman consul,He has been remembered as another militarily successful Roman consul his military achievements significantly contributed to the victory of the Romans in the First Punic War,P39,Forwards
Via dei Coronari,Rome,Rome,Via dei Coronari known colloquially in Rome as I Coronari is a street in the historic center of Rome,P131,Forwards
World War I,Europe,Europe,World War I or the First World War often abbreviated as WWI or WW1 was a global war originating in Europe that lasted from 28160July 1914 to 11160November 1918,P276,Forwards
Spurius Carvilius 171 BC,Ancient Rome,Rome,Spurius Carvilius was sent by Gnaeus Sicinius to Rome in 171 BC when Perseus despatched an embassy to the Senate,P19,Forwards
Marcus Perperna Vento,Ancient Rome,Roman,Marcus Perperna Vento also spelled Perpenna and Veiento died 72 BC was a Roman aristocrat statesman and general,P19,Forwards
Aulus Postumius Albus Regillensis consul 496 BC,Roman consul,consul,He was consul in 496 BC in which year some of the annals according to Livy placed the battle of Lake Regillus and it is to this year that Dionysius assigns it,P39,Forwards
Marcus Terentius Varro,Ancient Rome,ancient Rome,Marcus Terentius Varro Latin160ˈmaːrkʊs t̪ɛˈrɛn̪t̪ijʊs ˈwarːoː 116–27 BC was one of ancient Romes greatest scholars and a prolific author,P27,Forwards
Leiria,Portugal,Portugal,Leiria Portuguese pronunciation160lɐjˈɾiɐ32listen ProtoCeltic 42ɸlāryo is a city and a municipality in the Centro Region of Portugal and in the historical province of Beira Litoral,P17,Forwards
Monte Sirai,Italy,Italy,Monte Sirai is an archaeological site near Carbonia in the province of South Sardinia Sardinia Italy,P17,Forwards
Pope Benedict VIII,Rome,Rome,Unusually for a medieval pope he had strong authority both in Rome and abroad,P19,Forwards
Magnesia on the Maeander,Turkey,Turkey,The ruins of the city are located west of the modern village Tekin in the Germencik district of Aydın Province Turkey,P17,Forwards
Hungary,Culture of Hungary,cultural,Hungary is a middle power in international affairs owing mostly to its cultural and economic influence,P17,Backwards
Dacia,Oroles,Oroles,        Dacian DracoDacia during the reign of Burebista 82 BCCapitalSarmizegetusaCommon160languagesDacianReligion ZamolxismGovernmentNonhereditary monarchyKing160•160beginning of the 2nd century BC Rubobostes•160first half of the 2nd century BC Oroles•1608244 BC Burebista•16044–27 BC Cotiso•16027–29 BCAD Comosicus•16029–69 AD Scorilo•16069–87 AD Duras•16087–106 AD Decebalus,P27,Backwards
Ischia di Castro,Pitigliano,Pitigliano,Ischia di Castro borders the following municipalities Canino Cellere Farnese Manciano Pitigliano Valentano,P47,Forwards
Briedel,Germany,Germany,Briedel is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the CochemZell district in RhinelandPalatinate Germany,P17,Forwards
Barbatia gens,Ancient Rome,Roman,The gens Barbatia was a Roman family during the first century BC,P17,Forwards
Alessandro Verri,Milan,Milan,Born in Milan into an aristocratic family as a young man he participated in the Accademia dei Pugni16091Wikidata93 founded together with his brother Pietro Verri and their friends Cesare Beccaria Alfonso Longo Pietro Secchi Giambattista Biffi and Luigi Lambertenghi,P19,Forwards
Appian,Rome,Rome, After holding the senior offices in the province of Aegyptus Egypt he went to Rome c,P20,Forwards
Pope Lucius II,Rome,Rome,His pontificate was notable for the unrest in Rome associated with the Commune of Rome and its attempts to wrest control of the city from the papacy,P20,Forwards
Gradačac Castle,Bosnia and Herzegovina,Bosnia and Herzegovina,Gradačac Castle Bosnian Croatian and Serbian Gradačačka tvrđava  Градачачка тврђава is a castle in Gradačac in Bosnia and Herzegovina,P17,Forwards
Carlo Salotti,Italy,Italian,Carlo Salotti 25 July 1870 – 24 October 1947 was an Italian Cardinal of the Roman Catholic Church,P27,Forwards
Paliano,Italy,Italy,Paliano is a town and comune in the province of Frosinone in the Lazio region of central Italy,P17,Forwards
Domenico de Simone,Rome,Rome,He was born in Benevento and died in Rome,P20,Forwards
Kollam,India,India,Kollam is one of the least polluted cities in India,P17,Forwards
Pontic–Caspian steppe,Ukraine,Ukraine,BulgariaKazakhstanMoldovaRomaniaRussiaUkraine,P17,Forwards
Louis de Beaufort,France,French,Louis de Beaufort 6 October 1703 – 11 August 1795 was a FrenchDutch historian best known for his critical approach to the history of Rome,P27,Forwards
May 1605 papal conclave,Pope Paul V,Pope Paul V,The May 1605 papal conclave was convened on the death of Pope Leo XI and ended with the election of Camillo Borghese as Pope Paul V,P710,Forwards
Neolithic Revolution,Fertile Crescent,Fertile Crescent,The Levant saw the earliest developments of the Neolithic Revolution from around 10000 BCE followed by sites in the wider Fertile Crescent,P276,Forwards
Roman Catholic Diocese of Montalto,Italy,Italian,The Diocese of Montalto Latin Dioecesis Montis Alti was a Roman Catholic diocese located in the town of Montalto delle Marche in the Province of Ascoli Piceno in the Italian region Le Marche,P17,Forwards
La GonterieBoulouneix,Dordogne,Dordogne,La GonterieBoulouneix  in Occitan La Gontariá e Bolonés is a former commune in the Dordogne department in NouvelleAquitaine in southwestern France,P131,Forwards
Parco Spina Verde di Como,Italy,Italy,The Parco Regionale Spina Verde en “Green Spine Park” is a regional natural park in Lombardy northern Italy,P17,Forwards
Pope Pius IV,Papal States,Papal States,Pope Pius IV 31 March 1499 – 9 December 1565 born Giovanni Angelo Medici was head of the Catholic Church and ruler of the Papal States from 25 December 1559 to his death in 1565,P27,Forwards
Chiusano di San Domenico,Italy,Italy,Chiusano di San Domenico Irpino Chiusànë is a town and comune in the province of Avellino Campania southern Italy,P17,Forwards
War of the Second Coalition,Ottoman Empire,Ottoman Empire,The War of the Second Coalition 1798–1802 was the second war on revolutionary France by most of the European monarchies led by Britain Austria and Russia and including the Ottoman Empire Portugal Naples and various German monarchies though Prussia did not join this coalition and Spain supported France,P710,Forwards
Rome,Basilica of Saint Paul Outside the Walls,San Paolo Fuori le Mura,UNESCO World Heritage SiteOfficial160nameHistoric Centre of Rome the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le MuraReference91Inscription1980 4th sessionArea1431160ha 3540 acres,P131,Backwards
Roman Forum,Regia,Regia,Roman ForumForum Romanum LatinSurviving structuresTabularium Gemonian stairs Tarpeian Rock Temple of Saturn Temple of Vespasian and Titus Arch of Septimius Severus Curia Julia Rostra Basilica Aemilia Forum Main Square Basilica Iulia Temple of Caesar Regia Temple of Castor and Pollux Temple of VestaImperial comitiumCuria Julia Rostra Augusti Umbilicus Urbi Milliarium Aureum Lapis Niger Basilica of Maxentius,P276,Backwards
Vatican City,Lateran Treaty,Lateran Treaty,The Vatican City State also known as The Vatican became independent from Italy with the Lateran Treaty 1929 and it is a distinct territory under full ownership exclusive dominion and sovereign authority and jurisdiction of the Holy See itself a sovereign entity of international law which maintains the city states temporal diplomatic and spiritual independence,P17,Backwards
Garigny,France,France,Garigny is a commune in the Cher department in the CentreVal de Loire region of France,P17,Forwards
Quarto Cagnino,Italy,Italy,Quarto Cagnino Italian pronunciation160ˈkwarto kaɲˈɲiːno Milanese Quart ˈkwɑːrt is a district quartiere of Milan Italy part of the Zone 7 administrative division of the city,P17,Forwards
Chomérac,France,France,Chomérac is a commune in the Ardèche department in southern France,P17,Forwards
NogentsurVernisson,France,France,NogentsurVernisson is a commune in the Loiret department in northcentral France,P17,Forwards
Cassia gens,Ancient Rome,Roman,The gens Cassia was a Roman family of great antiquity,P17,Forwards
Cardinal Secretary of State,Vatican City,Vatican City,The Secretariat of State performs all the political and diplomatic functions of the Holy See and the Vatican City,P17,Forwards
Lateran Palace,Lateran,Lateran,Johns Square in Lateran on the Caelian Hill the palace is adjacent to the Archbasilica of Saint John Lateran the cathedral church of Rome,P361,Forwards
Ponte Sisto,Rome,Rome,Ponte Sisto is a bridge in Romes historic centre spanning the river Tiber,P131,Forwards
Scior Carera,Italy,Italy,Scior Carera IPA160ˈʃuːr kaˈreːra Milanese for Mister Carera39 and Omm de preja IPA160ˈɔm de ˈprɛja stone man are traditional popular names used to refer to an ancient Roman sculpture located in Milan Italy at No,P17,Forwards
War of the Second Coalition,Kingdom of Naples,, Ferdinand IV,P710,Forwards
Euphrates,Syria,Syria,Originating in the Armenian Highlands of eastern Turkey the Euphrates flows through Syria and Iraq to join the Tigris in the Shatt alArab which empties into the Persian Gulf,P17,Forwards
Pietro Geremia,Palermo,Palermo,Geremia was born in Palermo but spent an extended period of time in Bologna  where he experienced a radical conversion  and Fiesole for his admittance into the Dominicans before returning to Palermo where he became a sought after and noted preacher and miracle worker,P20,Forwards
Roman Forum,Rome,Rome,The Roman Forum also known by its Latin name Forum Romanum Italian Foro Romano is a rectangular forum plaza surrounded by the ruins of several important ancient government buildings at the center of the city of Rome,P131,Forwards
El Matareya Cairo,Egypt,Egypt,Mataria Arabic المطرية8206 elmɑtˤɑˈɾejjɑ is a district in the northern region of Greater Cairo east of the Nile in Egypt,P17,Forwards
Höchst im Odenwald,Germany,Germany,Odw is a community in the Odenwaldkreis district in Hesse Germany,P17,Forwards
Battle of Naissus,Roman Empire,Roman Empire,The Battle of Naissus 268 or 269 CE was the defeat of a Gothic coalition by the Roman Empire under Emperor Gallienus or Claudius II near Naissus Niš in presentday Serbia,P710,Forwards
Kfertay,Lebanon,Lebanon,Kfartay or Kfertay is a town in Matn District in Lebanon,P17,Forwards
Giovanni Battista Gaulli,Rome,Rome,He is best known for his grand illusionistic vault frescos in the Church of the Gesù in Rome Italy,P20,Forwards
Province of Burgos,Spain,Spain,The Province of Burgos is a province of northern Spain in the northeastern part of the autonomous community of Castile and León,P17,Forwards
Moorish Baths Gibraltar,Gibraltar,Gibraltar,The Moorish Baths are located in the basement of the Gibraltar Museum in the city of Gibraltar a British overseas territory,P131,Forwards
Romentino,Novara,Novara,Romentino is a town of about 5000 inhabitants in the province of Novara Piedmont Northern Italy 8 kilometres 5160mi east of Novara and 40 kilometres 25160mi west of Milan,P47,Forwards
Antoninus Pius,Roman emperor,Roman emperor,Titus Aelius Hadrianus Antoninus Pius 19 September 86160– 7 March 161 was Roman emperor from 138 to 161,P39,Forwards
Montesarchio,Italy,Italy,Montesarchio Neapolitan Muntesarchio Latin Caudium Ancient Greek Καύδιον romanized160Kaúdion is a comune in the Province of Benevento Campania southern Italy,P17,Forwards
Titus Cloelius Siculus,Ancient Rome,Roman,Titus Cloelius Siculus was a Roman statesman of the early Republic and one of the first consular tribunes in 444 BC,P27,Forwards
Assassination of Julius Caesar,Decimus Junius Brutus Albinus,Decimus Junius Brutus,At least 60 senators were party to the conspiracy led by Marcus Junius Brutus Gaius Cassius Longinus and Decimus Junius Brutus,P710,Forwards
Govert Flinck,Netherlands,Dutch,Govert or Govaert Teuniszoon Flinck 25 January 16151608211322 February 1660 was a Dutch painter of the Dutch Golden Age,P27,Forwards
Antonio Busca lieutenant,Milan,Milan,Antonio Busca Milan 17 February 1767 – Milan 19 May 1834 was an Italian nobleman and Lieutenant of the Sovereign Military Order of Malta from 1821 to 1834,P20,Forwards
Gnaeus Domitius Calvinus,Ancient Rome,Roman, Gnaeus Domitius Calvinus was a Roman general senator and consul both in 53 BC and 40 BC who was a loyal partisan of Caesar and Octavianus,P19,Forwards
Charles VI Holy Roman Emperor,Holy Roman Emperor,Holy Roman Emperor,Charles VI German Karl Latin Carolus 1 October 1685 – 20 October 1740 was Holy Roman Emperor and ruler of the Austrian Habsburg Monarchy from 1711 until his death succeeding his elder brother Joseph I,P39,Forwards
Gaius Septicius Clarus,Ancient Rome,Roman,Gaius Septicius Clarus fl 2nd century CE was a prefect of the Roman imperial bodyguard better known as the Praetorian Guard and influential as a friend and supporter of famous Silver Age authors Pliny the Younger and Suetonius,P27,Forwards
Otto II Holy Roman Emperor,Holy Roman Emperor,Holy Roman Emperor,Otto II 955 – December 7 983 called the Red Rufus was Holy Roman Emperor from 973 until his death in 983,P39,Forwards
Pope John XV,Pope,pope,A Roman by birth he was the first pope who canonized a saint,P39,Forwards
Italian Army,Italy,Italian Republic,The Italian Army Italian Esercito Italiano is the landbased component of the Italian Armed Forces of the Italian Republic,P17,Forwards
Matzenbach,Germany,Germany,Matzenbach is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the Kusel district in RhinelandPalatinate Germany,P17,Forwards
Luciena gens,Ancient Rome,Rome,The gens Luciena was a minor family at Rome,P17,Forwards
Ugljevik,Bosnia and Herzegovina,Bosnia and Herzegovina,Ugljevik Serbian Cyrillic Угљевик is a town and municipality located in Republika Srpska an entity of Bosnia and Herzegovina,P17,Forwards
Sentinum,Italy,Italy,Sentinum was an ancient town currently located in the Marche region of Italy,P17,Forwards
Turda,Romania,Romania,Turda Romanian pronunciation160ˈturda German Thorenburg Hungarian Torda Latin Potaissa is a city in Cluj County Transylvania Romania situated on the river Arieș,P17,Forwards
SantOmobono Area,Rome,Rome,The SantOmobono Area Italian Area di SantOmobono is an archaeological site in Rome next to the church of SantOmobono at the junction of via L,P131,Forwards
Gaius Maenius,Ancient Rome,Roman,Gaius Maenius possibly Gaius Maenius Antiaticus was a Roman statesman and general who was elected consul in 338 BC and appointed dictator twice in 320 BC and 314 BC,P19,Forwards
Asciano,Italy,Italian,Asciano Italian pronunciation160aʃˈʃaːno is a comune and hill town in the province of Siena in the Italian region Tuscany,P17,Forwards
Giovanna Scopelli,Reggio Emilia,Reggio Emilia,Giovanna Scopelli 1428 – 9 July 1491 was an Italian Roman Catholic from Reggio Emilia who was a religious from the Carmelites and established her own convent as its first prioress,P19,Forwards
Salt War 1540,Papal States,Papal States,The Salt War of 1540 was a result of an insurrection by the city of Perugia against the Papal States during the pontificate of Pope Paul III Alessandro Farnese,P276,Forwards
Germany,France,France,It borders Denmark to the north Poland and the Czech Republic to the east Austria and Switzerland to the south and France Luxembourg Belgium and the Netherlands to the west,P47,Backwards
Golden Horn,Turkey,Turkey,The Golden Horn Turkish Altın Boynuz or Haliç Ancient Greek Χρυσόκερας Chrysókeras Latin Sinus Ceratinus is a major urban waterway and the primary inlet of the Bosphorus in Istanbul Turkey,P17,Forwards
Giovanni Merlini,Rome,Rome,The beatification process for Merlini opened in the 1880s in Rome and took several decades to complete,P20,Forwards
Alatri,Italy,Italian,Alatri Latin Aletrium is an Italian town and comune of the province of Frosinone in the region of Lazio with c,P17,Forwards
Lucius Pomponius,Ancient Rome,Roman,90 BC or earlier was a Roman dramatist,P27,Forwards
Poti,Georgia country,Georgia,Poti Georgian58 ფოთი pʰɔtʰi Mingrelian ფუთი Laz ჶაშიFaşi or ფაშიPaşi is a port city in Georgia located on the eastern Black Sea coast in the region of SamegreloZemo Svaneti in the west of the country,P17,Forwards
Nuragic sanctuary of Santa Vittoria,Italy,Italy,The Nuragic sanctuary of Santa Vittoria is an archaeological site located in the municipality of Serri Sardinia – Italy,P17,Forwards
Pescennius Niger,Antioch,Antioch,He claimed the imperial throne in response to the murder of Pertinax and the elevation of Didius Julianus but was defeated by a rival claimant Septimius Severus and killed while attempting to flee from Antioch,P20,Forwards
Ocaña Spain,Spain,Spain,Ocaña a town and municipality of central Spain in the province of Toledo,P17,Forwards
EmiliaRomagna,Italy,Italy,EmiliaRomagna UK ɪˌmiːliə roʊˈmɑːnjə US eɪˌmiːljə both also ɛˌmiːljə  Italian160eˈmiːlja roˈmaɲɲa Emilian EméggliaRumâgna or EmîliaRumâgna Romagnol EméliaRumâgna is one of the 20 administrative regions of Italy situated in the northeast section of the country comprising the historical regions of Emilia and Romagna,P131,Forwards
Marcus Licinius Crassus,Ancient Rome,Roman,115 – 53 BC was a Roman general and statesmen who played a key role in the transformation of the Roman Republic into the Roman Empire,P27,Forwards
History of Bucharest,Romania,Romania,The history of Bucharest covers the time from the early settlements on the localitys territory and that of the surrounding area in Ilfov County until its modern existence as a city capital of Wallachia and presentday capital of Romania,P17,Forwards
Heraklion,Greece,Greece,It is the fourth largest city in Greece with a population of 211370 Urban Area according to the 2011 census,P17,Forwards
Acutia gens,Ancient Rome,Ancient Rome,The gens Acutia was a minor plebeian family at Ancient Rome,P17,Forwards
Lucus Angitiae,Italy,Italy,Lucus Angitiae was an Italic and Roman town the ruins of which are located in the comune of Luco dei Marsi in the province of LAquila in the Abruzzo region of Italy,P17,Forwards
Gabriele Ferretti,Rome,Rome,Gabriele Ferretti Italian pronunciation160ɡabriˈɛːle ferˈretti Ancona 31 January 1795 – Rome 13 September 1860  was an Italian Catholic cardinal and Camerlengo of the Sacred College of Cardinals,P20,Forwards
Regio III Isis et Serapis,Rome,Rome,The Regio III Isis et Serapis was the third regio of imperial Rome under Augustuss administrative reform,P131,Forwards
Lazio,Campania,Campania,Situated in the central peninsular section of the country it has 5864321 inhabitants – making it the second most populated region of Italy after Lombardy and just ahead of Campania – and its GDP of more than €197 billion per year means that it has the nations second largest regional economy,P47,Forwards
Syria,Iraq,Iraq,Syria Arabic سُورِيَا8206 romanized160Sūriyā officially the Syrian Arab Republic Arabic ٱلْجُمْهُورِيَّةُ ٱلْعَرَبِيَّةُ ٱلسُّورِيَّةُ8206 romanized160alJumhūrīyah alʻArabīyah asSūrīyah is a country in Western Asia bordering Lebanon to the southwest the Mediterranean Sea to the west Turkey to the north Iraq to the east Jordan to the south and Israel to the southwest,P47,Backwards
Colophon city,Turkey,Turkey,Its ruins are south of the town Değirmendere in the Menderes district of Izmir Province Turkey,P17,Forwards
Prnjavor Bosnia and Herzegovina,Republika Srpska,Republika Srpska,Prnjavor Serbian Cyrillic Прњавор pronounced160prɲǎːʋɔr is a town and municipality located in Republika Srpska an entity of Bosnia and Herzegovina between cities of Banja Luka and Doboj,P131,Forwards
Benedetto Lorenzelli,Italy,Italian,Benedetto Lorenzelli 11 May 1853 – 15 September 1915 was an Italian Cardinal of the Roman Catholic Church who served as Prefect of the Sacred Congregation of Studies from 1914 until his death and was elevated to the cardinalate in 1907,P19,Forwards
Sistine Chapel,Apostolic Palace,Apostolic Palace,The Sistine Chapel ˌsɪstiːn ˈtʃæpəl Latin Sacellum Sixtinum Italian Cappella Sistina kapˈpɛlla siˈstiːna is a chapel in the Apostolic Palace the official residence of the pope in Vatican City,P361,Forwards
Tiberius Julius Balbillus,Ancient Rome,Rome,Tiberius Julius Balbillus also known as Julius Balbillus and Aurelius Julius Balbillus flourished second half of the 2nd century and the first half of the 3rd century was an Emesene aristocrat from the Emesene dynasty in Roman Syria who served as a priest of the cult of Elagabalus Latinized Aramaic name for the Syrian Sun God in Rome during the reigns of the Severan emperors Septimius Severus r160193–211 and Caracalla r160211–217,P27,Forwards
Ficulle,Orvieto,Orvieto,Ficulle borders the following municipalities Allerona Fabro Montegabbione Orvieto Parrano San Venanzo,P47,Backwards
Antioch,Turkey,Turkey,Its ruins lie near the current city of Antakya Turkey to which the ancient city lends its name,P17,Forwards
Metropolis Anatolia,Turkey,Turkey,The classical city of Metropolis Ancient Greek Μητρόπολις is situated in western Turkey near Yeniköy village in Torbali municipality  approximately 40160km SE of Izmir,P17,Forwards
Fabrizio Ruffo,Naples,Naples,Grand Prior of Rome in the Sovereign Military Order of Malta 1817–1827OrdersCreated cardinalSeptember 26 1791by Pope Pius VIRankCardinal deaconPersonal detailsBirth nameFabrizio Dionigi Ruffo dei duchi di Bagnara e BaranelloBorn17440916September 16 1744San Lucido Calabria Kingdom of NaplesDiedDecember 13 182718271213 aged16083Naples Kingdom of the Two SiciliesDenominationRoman Catholicism,P20,Forwards
Constans II,Byzantine Empire,Byzantine Empire,Constans II Greek Κώνστας Kōnstas 7 November 630 – 15 July 668 nicknamed the Bearded ὁ Πωγωνάτος ho Pogonatos was emperor of the Byzantine Empire from 641 to 668,P27,Forwards
Museum of Western and Oriental Art,Ukraine,Ukraine,The Khanenko Museum official name The Bohdan and Varvara Khanenko National Museum of Arts is an art museum located in Kyiv in Ukraine which holds the biggest and most valuable collections of European Asian and Ancient art in the country,P17,Forwards
Brignais,France,France,Brignais French pronunciation1608203bʁiɲɛ is a commune of the Rhône department in eastern France,P17,Forwards
Kilkis,Greece,Greece,Kilkis Greek Κιλκίς is a city in Central Macedonia Greece,P17,Forwards
Portuguese language,Portugal,Portugal,It is the sole official language of Portugal Angola Mozambique GuineaBissau Cape Verde São Tomé and Príncipe and Brazil while having coofficial language status in East Timor Equatorial Guinea and Macau,P17,Forwards
Pusiano,Canzo,Canzo,Pusiano borders the following municipalities Canzo Cesana Brianza Eupilio,P47,Backwards
Isparta Province,Turkey,Turkey,Isparta Province Turkish Isparta ili is a province in southwestern Turkey,P17,Forwards
Ludovico Carracci,Bologna,Bologna,Ludovico or Lodovico Carracci  21 April 1555 8211 13 November 1619 was an Italian earlyBaroque painter etcher and printmaker born in Bologna,P19,Forwards
Melite ancient city,Malta,Malta,Melite Greek Μελίτη Melítē or Melita was an ancient city located on the site of presentday Mdina and Rabat Malta,P17,Forwards
Trevi nel Lazio,Province of Frosinone,province of Frosinone,Trevi nel Lazio is a town and comune municipality in  the province of Frosinone in the Italian region of Lazio in the upper valley of the Aniene river,P131,Forwards
Titus Otacilius Crassus,Ancient Rome,Roman,Titus Otacilius Crassus was a Roman statesman who served as Consul in 261 BC,P19,Forwards
Servius Sulpicius Camerinus Cornutus,Ancient Rome,Rome,540 BC still living 463 BC was consul at Rome in the year 500 BC with Manius Tullius Longus,P27,Forwards
Republika Srpska,Bosnia and Herzegovina,Bosnia and Herzegovina,Republika Srpska Serbian Cyrillic Република Српска pronounced160repǔblika sr̩pska32listen is one of the two entities of Bosnia and Herzegovina the other being the Federation of Bosnia and Herzegovina,P131,Forwards
Codiponte,Italy,Italy,Codiponte is a village in the municipality of Casola in Lunigiana Tuscany Italy,P17,Forwards
Sextus Pompey,Ancient Rome,Roman,Sextus Pompeius Magnus Pius c 67 – 35 BC also known in English as Sextus Pompey was a Roman military leader and politician who throughout his life upheld the cause of his father Pompey the Great against Julius Caesar and his supporters during the last civil wars of the Roman Republic,P27,Forwards
Roman Republic,Punic Wars,three wars,The Republics greatest enemy was doubtlessly Carthage against which it waged three wars,P710,Backwards
Pedro Gómez Labrador,Congress of Vienna,Congress of Vienna,Don Pedro Gómez Labrador Marquis of Labrador 1755—1852 was a Spanish diplomat and nobleman who served as Spains representative at the Congress of Vienna 1814–1815,P710,Backwards
Iranian peoples,Sarmatians,Sarmatians,Sarmatians,P361,Backwards
GarmischPartenkirchen,Germany,Germany,GarmischPartenkirchen German pronunciation32ˈɡaʁmɪʃ paʁtn̩ˈkɪʁçn̩ Bavarian GarmaschPartakurch is a ski town in Bavaria southern Germany,P17,Forwards
Civitavecchia railway station,Civitavecchia,Civitavecchia,Civitavecchia railway station Italian Stazione di Civitavecchia serves the town and comune of Civitavecchia the sea port for Rome in the region of Lazio central Italy,P131,Forwards
Museo Storico Nazionale dellArte Sanitaria,Rome,Rome,The Museo Storico Nazionale dellArte Sanitaria Italian for National Historic Museum of Healthcare Art is located within the Ospedale di Santo Spirito in Sassia at 3 Lungotevere in Sassia in Rome Italy,P131,Forwards
Capital punishment in Italy,Italy,Italy,The use of capital punishment in Italy has been banned since 1889 with the exception of the period 1926–1947 encompassing the rule of Fascism in Italy and the early restoration of democracy,P17,Forwards
Algeria,North Africa,North Africa,Algeria91c93 officially the Peoples Democratic Republic of Algeria is a country in the Maghreb region of North Africa,P361,Forwards
House of the Tragic Poet,Pompeii,Pompeii,The House of the Tragic Poet also called The Homeric House or The Iliadic House is a Roman house in Pompeii Italy dating to the 2nd century BCE,P361,Forwards
Pompeii,Italy,Italy,Pompeii pɒmˈpeɪi Latin160pɔmˈpɛi̯ːiː was an ancient city located in what is now the comune of Pompei near Naples in the Campania region of Italy,P17,Forwards
Balatonföldvár,Hungary,Hungary,Balatonföldvár in German Földwahr is a popular resort town in Somogy Hungary on the southern side of Lake Balaton approximately 120160km southwest from Budapest and about 23160km southwest from Siófok the capital of Balaton,P17,Forwards
Valfabbrica,Italy,Italian,Valfabbrica Italian pronunciation160valˈfabbrika is a comune municipality in the Province of Perugia in the Italian region Umbria located about 20160km northeast of Perugia,P17,Forwards
Cornalvo Dam,Spain,Spain,The Cornalvo Dam is a Roman gravity dam in Badajoz province Extremadura Spain dating to the 1st or 2nd century AD,P17,Forwards
England,Wales,Wales,It shares land borders with Wales to its west and Scotland to its north,P47,Backwards
Herculaneum,Ercolano,Ercolano,Herculaneum hɜːrkjʊˈleɪniəm Italian Ercolano was an ancient town located in the modernday comune of Ercolano Campania Italy,P131,Forwards
Temple of Debod,Madrid,Madrid,The Temple of Debod Spanish Templo de Debod is an ancient Egyptian temple that was dismantled and rebuilt in the center of Madrid Spain in Parque de la Montaña Madrid a square located Calle de Irún 21–25 Madrid,P131,Forwards
Agde Cathedral,France,France,Agde Cathedral French Cathédrale SaintÉtienne dAgde is a Roman Catholic church located in Agde in the Hérault département of southern France,P17,Forwards
JeanBaptiste de Nompère de Champagny,France,French,JeanBaptiste de Nompère de Champagny 1st Duc de Cadore 4 August 1756 – 3 July 1834 was a French admiral and politician,P27,Forwards
Kingdom of Italy,AustriaHungary,AustroHungarian Empire,Italy entered into a Triple Alliance with the German Empire and the AustroHungarian Empire in 1882 following strong disagreements with France about the respective colonial expansions,P47,Forwards
Third Punic War,Tunisia,Tunisia,The war was fought entirely within Carthaginian territory in modern northern Tunisia,P276,Forwards
Pedro III Fajardo 5th Marquis of Los Vélez,Spain,Spain,  Vélez Blanco Castle is located in the Province of Almería Spain 37° 41′ 27″ N 2° 05′ 54″ W,P27,Forwards
István Szamosközy,Hungary,Hungarian,Stefan Zamosius Szamosközy 1570–1612 was a Hungarian humanist and historian,P27,Forwards
Ottoman–Venetian War 1570–1573,Papal States,Papal States, Papal States,P710,Forwards
